"n","method","DE_pattern","sensitivity"
100,"TOAST","3_0.333_1",0.164
100,"TOAST","3_0.333_1",0.1705
100,"csSAM","3_0.333_1",0.1085
100,"CARseq","3_0.333_1",0.2395
100,"TOAST","3_0.333_1",0.142
100,"TOAST","3_0.333_1",0.1775
100,"csSAM","3_0.333_1",0.0955
100,"CARseq","3_0.333_1",0.173
100,"TOAST","3_0.333_1",0.10125
100,"TOAST","3_0.333_1",0.11425
100,"csSAM","3_0.333_1",0.09725
100,"CARseq","3_0.333_1",0.22725
100,"TOAST","3_0.333_1",0.14775
100,"TOAST","3_0.333_1",0.15475
100,"csSAM","3_0.333_1",0.1425
100,"CARseq","3_0.333_1",0.22275
100,"TOAST","3_0.333_1",0.1495
100,"TOAST","3_0.333_1",0.168
100,"csSAM","3_0.333_1",0.08525
100,"CARseq","3_0.333_1",0.204
100,"TOAST","3_0.333_1",0.13275
100,"TOAST","3_0.333_1",0.17475
100,"csSAM","3_0.333_1",0.05975
100,"CARseq","1_3_1",0.048
100,"TOAST","1_3_1",0.042
100,"TOAST","1_3_1",0.0245
100,"csSAM","1_3_1",0.023
100,"CARseq","1_3_1",0.0535
100,"TOAST","1_3_1",0.0485
100,"TOAST","1_3_1",0.0345
100,"csSAM","1_3_1",0.0345
100,"CARseq","1_3_1",0.0225
100,"TOAST","1_3_1",0.027
100,"TOAST","1_3_1",0.038
100,"csSAM","1_3_1",0.015
100,"CARseq","1_3_1",0.049
100,"TOAST","1_3_1",0.044
100,"TOAST","1_3_1",0.028
100,"csSAM","1_3_1",0.026
100,"CARseq","1_3_1",0.0535
100,"TOAST","1_3_1",0.083
100,"TOAST","1_3_1",0.041
100,"csSAM","1_3_1",0.0235
100,"CARseq","1_3_1",0.0545
100,"TOAST","1_3_1",0.0625
100,"TOAST","1_3_1",0.027
100,"csSAM","1_3_1",0.0335
100,"CARseq","1_3_1",0.041
100,"TOAST","1_3_1",0.028
100,"TOAST","1_3_1",0.0055
100,"csSAM","1_3_1",0.0245
100,"CARseq","1_3_1",0.0395
100,"TOAST","1_3_1",0.032
100,"TOAST","1_3_1",0.015
100,"csSAM","1_3_1",0.036
100,"CARseq","1_3_1",0.031
100,"TOAST","1_3_1",0.0365
100,"TOAST","1_3_1",0.0445
100,"csSAM","1_3_1",0.025
100,"CARseq","1_3_1",0.045
100,"TOAST","1_3_1",0.027
100,"TOAST","1_3_1",0.0155
100,"csSAM","1_3_1",0.0165
100,"CARseq","4_1_1",0.5715
100,"TOAST","4_1_1",0.412
100,"TOAST","4_1_1",0.42
100,"csSAM","4_1_1",0.2865
100,"CARseq","4_1_1",0.4515
100,"TOAST","4_1_1",0.301
100,"TOAST","4_1_1",0.3085
100,"csSAM","4_1_1",0.225
100,"CARseq","4_1_1",0.5455
100,"TOAST","4_1_1",0.396
100,"TOAST","4_1_1",0.371
100,"csSAM","4_1_1",0.3
100,"CARseq","4_1_1",0.528
100,"TOAST","4_1_1",0.3405
100,"TOAST","4_1_1",0.4425
100,"csSAM","4_1_1",0.3055
100,"CARseq","4_1_1",0.555
100,"TOAST","4_1_1",0.3565
100,"TOAST","4_1_1",0.423
100,"csSAM","4_1_1",0.2845
100,"CARseq","4_1_1",0.473
100,"TOAST","4_1_1",0.3385
100,"TOAST","4_1_1",0.1955
100,"csSAM","4_1_1",0.2915
100,"CARseq","4_1_1",0.5345
100,"TOAST","4_1_1",0.376
100,"TOAST","4_1_1",0.4705
100,"csSAM","4_1_1",0.253
100,"CARseq","4_1_1",0.636
100,"TOAST","4_1_1",0.474
100,"TOAST","4_1_1",0.3675
100,"csSAM","4_1_1",0.2785
100,"CARseq","4_1_1",0.574
100,"TOAST","4_1_1",0.4035
100,"TOAST","4_1_1",0.5335
100,"csSAM","4_1_1",0.3
100,"CARseq","4_1_1",0.65
100,"TOAST","4_1_1",0.4735
100,"TOAST","4_1_1",0.499
100,"csSAM","4_1_1",0.314
100,"CARseq","4_4_1",0.26125
100,"TOAST","4_4_1",0.17325
100,"TOAST","4_4_1",0.14975
100,"csSAM","4_4_1",0.161
100,"CARseq","4_4_1",0.2545
100,"TOAST","4_4_1",0.1535
100,"TOAST","4_4_1",0.137
100,"csSAM","4_4_1",0.183
100,"CARseq","4_4_1",0.314
100,"TOAST","4_4_1",0.243
100,"TOAST","4_4_1",0.244
100,"csSAM","4_4_1",0.135
100,"CARseq","4_4_1",0.32375
100,"TOAST","4_4_1",0.247
100,"TOAST","4_4_1",0.28775
100,"csSAM","4_4_1",0.14275
100,"CARseq","4_4_1",0.26825
100,"TOAST","4_4_1",0.17275
100,"TOAST","4_4_1",0.21325
100,"csSAM","4_4_1",0.0905
100,"CARseq","4_4_1",0.314
100,"TOAST","4_4_1",0.20625
100,"TOAST","4_4_1",0.2305
100,"csSAM","4_4_1",0.1115
100,"CARseq","4_4_1",0.2785
100,"TOAST","4_4_1",0.172
100,"TOAST","4_4_1",0.186
100,"csSAM","4_4_1",0.17125
100,"CARseq","4_4_1",0.30925
100,"TOAST","4_4_1",0.22175
100,"TOAST","4_4_1",0.2405
100,"csSAM","4_4_1",0.15075
100,"CARseq","4_4_1",0.348
100,"TOAST","4_4_1",0.24775
100,"TOAST","4_4_1",0.327
100,"csSAM","4_4_1",0.16475
100,"CARseq","4_4_1",0.271
100,"TOAST","4_4_1",0.19425
100,"TOAST","4_4_1",0.25975
100,"csSAM","4_4_1",0.165
100,"CARseq","4_0.25_1",0.2435
100,"TOAST","4_0.25_1",0.17025
100,"TOAST","4_0.25_1",0.19475
100,"csSAM","4_0.25_1",0.15
100,"CARseq","4_0.25_1",0.27125
100,"TOAST","4_0.25_1",0.166
100,"TOAST","4_0.25_1",0.24475
100,"csSAM","4_0.25_1",0.1185
100,"CARseq","4_0.25_1",0.2725
100,"TOAST","4_0.25_1",0.22075
100,"TOAST","4_0.25_1",0.231
100,"csSAM","4_0.25_1",0.16475
100,"CARseq","4_0.25_1",0.299
100,"TOAST","4_0.25_1",0.2355
100,"TOAST","4_0.25_1",0.24125
100,"csSAM","4_0.25_1",0.1085
100,"CARseq","4_0.25_1",0.251
100,"TOAST","4_0.25_1",0.2085
100,"TOAST","4_0.25_1",0.23375
100,"csSAM","4_0.25_1",0.16425
100,"CARseq","4_0.25_1",0.292
100,"TOAST","4_0.25_1",0.209
100,"TOAST","4_0.25_1",0.2185
100,"csSAM","4_0.25_1",0.16175
100,"CARseq","4_0.25_1",0.30175
100,"TOAST","4_0.25_1",0.19075
100,"TOAST","4_0.25_1",0.22475
100,"csSAM","4_0.25_1",0.1145
100,"CARseq","4_0.25_1",0.29975
100,"TOAST","4_0.25_1",0.20125
100,"TOAST","4_0.25_1",0.222
100,"csSAM","4_0.25_1",0.193
100,"CARseq","4_0.25_1",0.29325
100,"TOAST","4_0.25_1",0.207
100,"TOAST","4_0.25_1",0.15775
100,"csSAM","4_0.25_1",0.15375
100,"CARseq","4_0.25_1",0.2575
100,"TOAST","4_0.25_1",0.15875
100,"TOAST","4_0.25_1",0.16775
100,"csSAM","4_0.25_1",0.15325
100,"CARseq","1_4_1",0.0835
100,"TOAST","1_4_1",0.077
100,"TOAST","1_4_1",0.0605
100,"csSAM","1_4_1",0.0535
100,"CARseq","1_4_1",0.133
100,"TOAST","1_4_1",0.11
100,"TOAST","1_4_1",0.161
100,"csSAM","1_4_1",0.0525
100,"CARseq","1_4_1",0.146
100,"TOAST","1_4_1",0.1285
100,"TOAST","1_4_1",0.107
100,"csSAM","1_4_1",0.08
100,"CARseq","1_4_1",0.0985
100,"TOAST","1_4_1",0.099
100,"TOAST","1_4_1",0.0715
100,"csSAM","1_4_1",0.033
100,"CARseq","1_4_1",0.115
100,"TOAST","1_4_1",0.12
100,"TOAST","1_4_1",0.129
100,"csSAM","1_4_1",0.0725
100,"CARseq","1_4_1",0.1325
100,"TOAST","1_4_1",0.144
100,"TOAST","1_4_1",0.04
100,"csSAM","1_4_1",0.0835
100,"CARseq","1_4_1",0.118
100,"TOAST","1_4_1",0.1065
100,"TOAST","1_4_1",0.053
100,"csSAM","1_4_1",0.0465
100,"CARseq","1_4_1",0.105
100,"TOAST","1_4_1",0.134
100,"TOAST","1_4_1",0.024
100,"csSAM","1_4_1",0.062
100,"CARseq","1_4_1",0.1035
100,"TOAST","1_4_1",0.0935
100,"TOAST","1_4_1",0.0925
100,"csSAM","1_4_1",0.0665
100,"CARseq","1_4_1",0.175
100,"TOAST","1_4_1",0.1785
100,"TOAST","1_4_1",0.1
100,"csSAM","1_4_1",0.089
200,"CARseq","2_1_1",0.347
200,"TOAST","2_1_1",0.1975
200,"TOAST","2_1_1",0.2275
200,"csSAM","2_1_1",0.1295
200,"CARseq","2_1_1",0.2655
200,"TOAST","2_1_1",0.1675
200,"TOAST","2_1_1",0.164
200,"csSAM","2_1_1",0.105
200,"CARseq","2_1_1",0.416
200,"TOAST","2_1_1",0.268
200,"TOAST","2_1_1",0.359
200,"csSAM","2_1_1",0.1145
200,"CARseq","2_1_1",0.291
200,"TOAST","2_1_1",0.193
200,"TOAST","2_1_1",0.1585
200,"csSAM","2_1_1",0.114
200,"CARseq","2_1_1",0.3055
200,"TOAST","2_1_1",0.138
200,"TOAST","2_1_1",0.2305
200,"csSAM","2_1_1",0.114
200,"CARseq","2_1_1",0.3565
200,"TOAST","2_1_1",0.2125
200,"TOAST","2_1_1",0.295
200,"csSAM","2_1_1",0.118
200,"CARseq","2_1_1",0.384
200,"TOAST","2_1_1",0.2425
200,"TOAST","2_1_1",0.317
200,"csSAM","2_1_1",0.12
200,"CARseq","2_1_1",0.376
200,"TOAST","2_1_1",0.2495
200,"TOAST","2_1_1",0.282
200,"csSAM","2_1_1",0.1035
200,"CARseq","2_1_1",0.3035
200,"TOAST","2_1_1",0.194
200,"TOAST","2_1_1",0.1675
200,"csSAM","2_1_1",0.1245
200,"CARseq","2_1_1",0.3165
200,"TOAST","2_1_1",0.2005
200,"TOAST","2_1_1",0.1195
200,"csSAM","2_1_1",0.1165
200,"CARseq","2_2_1",0.2145
200,"TOAST","2_2_1",0.1425
200,"TOAST","2_2_1",0.18175
200,"csSAM","2_2_1",0.063
200,"CARseq","2_2_1",0.18875
200,"TOAST","2_2_1",0.13825
200,"TOAST","2_2_1",0.13925
200,"csSAM","2_2_1",0.102
200,"CARseq","2_2_1",0.1945
200,"TOAST","2_2_1",0.128
200,"TOAST","2_2_1",0.151
200,"csSAM","2_2_1",0.10125
200,"CARseq","2_2_1",0.16275
200,"TOAST","2_2_1",0.109
200,"TOAST","2_2_1",0.136
200,"csSAM","2_2_1",0.077
200,"CARseq","2_2_1",0.16025
200,"TOAST","2_2_1",0.10475
200,"TOAST","2_2_1",0.1195
200,"csSAM","2_2_1",0.0985
200,"CARseq","2_2_1",0.19925
200,"TOAST","2_2_1",0.13075
200,"TOAST","2_2_1",0.15325
200,"csSAM","2_2_1",0.054
200,"CARseq","2_2_1",0.20475
200,"TOAST","2_2_1",0.15525
200,"TOAST","2_2_1",0.2025
200,"csSAM","2_2_1",0.064
200,"CARseq","2_2_1",0.16925
200,"TOAST","2_2_1",0.106
200,"TOAST","2_2_1",0.0965
200,"csSAM","2_2_1",0.06325
200,"CARseq","2_2_1",0.2135
200,"TOAST","2_2_1",0.12925
200,"TOAST","2_2_1",0.13375
200,"csSAM","2_2_1",0.131
200,"CARseq","2_2_1",0.16
200,"TOAST","2_2_1",0.1045
200,"TOAST","2_2_1",0.106
200,"csSAM","2_2_1",0.06525
200,"CARseq","2_0.5_1",0.159
200,"TOAST","2_0.5_1",0.1025
200,"TOAST","2_0.5_1",0.13775
200,"csSAM","2_0.5_1",0.0775
200,"CARseq","2_0.5_1",0.154
200,"TOAST","2_0.5_1",0.09975
200,"TOAST","2_0.5_1",0.13825
200,"csSAM","2_0.5_1",0.06175
200,"CARseq","2_0.5_1",0.146
200,"TOAST","2_0.5_1",0.09875
200,"TOAST","2_0.5_1",0.1055
200,"csSAM","2_0.5_1",0.04875
200,"CARseq","2_0.5_1",0.17375
200,"TOAST","2_0.5_1",0.11425
200,"TOAST","2_0.5_1",0.106
200,"csSAM","2_0.5_1",0.068
200,"CARseq","2_0.5_1",0.178
200,"TOAST","2_0.5_1",0.14
200,"TOAST","2_0.5_1",0.14975
200,"csSAM","2_0.5_1",0.06125
200,"CARseq","2_0.5_1",0.179
200,"TOAST","2_0.5_1",0.11225
200,"TOAST","2_0.5_1",0.13325
200,"csSAM","2_0.5_1",0.06975
200,"CARseq","2_0.5_1",0.142
200,"TOAST","2_0.5_1",0.088
200,"TOAST","2_0.5_1",0.12475
200,"csSAM","2_0.5_1",0.065
200,"CARseq","2_0.5_1",0.1715
200,"TOAST","2_0.5_1",0.101
200,"TOAST","2_0.5_1",0.13625
200,"csSAM","2_0.5_1",0.06575
200,"CARseq","2_0.5_1",0.17975
200,"TOAST","2_0.5_1",0.1075
200,"TOAST","2_0.5_1",0.14625
200,"csSAM","2_0.5_1",0.05025
200,"CARseq","2_0.5_1",0.13275
200,"TOAST","2_0.5_1",0.07675
200,"TOAST","2_0.5_1",0.081
200,"csSAM","2_0.5_1",0.051
200,"CARseq","1_2_1",0.048
200,"TOAST","1_2_1",0.064
200,"TOAST","1_2_1",0.0405
200,"csSAM","1_2_1",0.0135
200,"CARseq","1_2_1",0.0275
200,"TOAST","1_2_1",0.0285
200,"TOAST","1_2_1",0.031
200,"csSAM","1_2_1",0.013
200,"CARseq","1_2_1",0.032
200,"TOAST","1_2_1",0.0325
200,"TOAST","1_2_1",0.0255
200,"csSAM","1_2_1",0.0235
200,"CARseq","1_2_1",0.0145
200,"TOAST","1_2_1",0.0305
200,"TOAST","1_2_1",0.0285
200,"csSAM","1_2_1",0.0135
200,"CARseq","1_2_1",0.0255
200,"TOAST","1_2_1",0.026
200,"TOAST","1_2_1",0.023
200,"csSAM","1_2_1",0.0115
200,"CARseq","1_2_1",0.016
200,"TOAST","1_2_1",0.017
200,"TOAST","1_2_1",0.0245
200,"csSAM","1_2_1",0.004
200,"CARseq","1_2_1",0.0315
200,"TOAST","1_2_1",0.0295
200,"TOAST","1_2_1",0.0345
200,"csSAM","1_2_1",0.009
200,"CARseq","1_2_1",0.0275
200,"TOAST","1_2_1",0.0305
200,"TOAST","1_2_1",0.0095
200,"csSAM","1_2_1",0.02
200,"CARseq","1_2_1",0.008
200,"TOAST","1_2_1",0.005
200,"TOAST","1_2_1",0.0025
200,"csSAM","1_2_1",0.012
200,"CARseq","1_2_1",0.0185
200,"TOAST","1_2_1",0.035
200,"TOAST","1_2_1",0.0145
200,"csSAM","1_2_1",0.0145
200,"CARseq","3_1_1",0.618
200,"TOAST","3_1_1",0.478
200,"TOAST","3_1_1",0.5005
200,"csSAM","3_1_1",0.3725
200,"CARseq","3_1_1",0.529
200,"TOAST","3_1_1",0.365
200,"TOAST","3_1_1",0.408
200,"csSAM","3_1_1",0.3595
200,"CARseq","3_1_1",0.5165
200,"TOAST","3_1_1",0.3835
200,"TOAST","3_1_1",0.4235
200,"csSAM","3_1_1",0.3795
200,"CARseq","3_1_1",0.55
200,"TOAST","3_1_1",0.4115
200,"TOAST","3_1_1",0.52
200,"csSAM","3_1_1",0.3415
200,"CARseq","3_1_1",0.639
200,"TOAST","3_1_1",0.445
200,"TOAST","3_1_1",0.483
200,"csSAM","3_1_1",0.3235
200,"CARseq","3_1_1",0.5835
200,"TOAST","3_1_1",0.387
200,"TOAST","3_1_1",0.529
200,"csSAM","3_1_1",0.303
200,"CARseq","3_1_1",0.542
200,"TOAST","3_1_1",0.392
200,"TOAST","3_1_1",0.483
200,"csSAM","3_1_1",0.342
200,"CARseq","3_1_1",0.518
200,"TOAST","3_1_1",0.3715
200,"TOAST","3_1_1",0.5215
200,"csSAM","3_1_1",0.3455
200,"CARseq","3_1_1",0.5685
200,"TOAST","3_1_1",0.3965
200,"TOAST","3_1_1",0.4845
200,"csSAM","3_1_1",0.3935
200,"CARseq","3_1_1",0.5525
200,"TOAST","3_1_1",0.4085
200,"TOAST","3_1_1",0.5345
200,"csSAM","3_1_1",0.279
200,"CARseq","3_3_1",0.31425
200,"TOAST","3_3_1",0.23175
200,"TOAST","3_3_1",0.2445
200,"csSAM","3_3_1",0.1725
200,"CARseq","3_3_1",0.4125
200,"TOAST","3_3_1",0.333
200,"TOAST","3_3_1",0.2905
200,"csSAM","3_3_1",0.192
200,"CARseq","3_3_1",0.298
200,"TOAST","3_3_1",0.21525
200,"TOAST","3_3_1",0.212
200,"csSAM","3_3_1",0.14525
200,"CARseq","3_3_1",0.3235
200,"TOAST","3_3_1",0.25575
200,"TOAST","3_3_1",0.29225
200,"csSAM","3_3_1",0.222
200,"CARseq","3_3_1",0.34125
200,"TOAST","3_3_1",0.27725
200,"TOAST","3_3_1",0.2615
200,"csSAM","3_3_1",0.18775
200,"CARseq","3_3_1",0.35225
200,"TOAST","3_3_1",0.2705
200,"TOAST","3_3_1",0.298
200,"csSAM","3_3_1",0.14725
200,"CARseq","3_3_1",0.338
200,"TOAST","3_3_1",0.26125
200,"TOAST","3_3_1",0.28325
200,"csSAM","3_3_1",0.194
200,"CARseq","3_3_1",0.3235
200,"TOAST","3_3_1",0.243
200,"TOAST","3_3_1",0.25775
200,"csSAM","3_3_1",0.1665
200,"CARseq","3_3_1",0.337
200,"TOAST","3_3_1",0.25575
200,"TOAST","3_3_1",0.328
200,"csSAM","3_3_1",0.22475
200,"CARseq","3_3_1",0.32975
200,"TOAST","3_3_1",0.271
200,"TOAST","3_3_1",0.28
200,"csSAM","3_3_1",0.203
200,"CARseq","3_0.333_1",0.297
200,"TOAST","3_0.333_1",0.22525
200,"TOAST","3_0.333_1",0.239
200,"csSAM","3_0.333_1",0.1775
200,"CARseq","3_0.333_1",0.28775
200,"TOAST","3_0.333_1",0.20925
200,"TOAST","3_0.333_1",0.257
200,"csSAM","3_0.333_1",0.16
200,"CARseq","3_0.333_1",0.2675
200,"TOAST","3_0.333_1",0.202
200,"TOAST","3_0.333_1",0.215
200,"csSAM","3_0.333_1",0.201
200,"CARseq","3_0.333_1",0.2515
200,"TOAST","3_0.333_1",0.1705
200,"TOAST","3_0.333_1",0.19025
200,"csSAM","3_0.333_1",0.17875
200,"CARseq","3_0.333_1",0.281
200,"TOAST","3_0.333_1",0.19525
200,"TOAST","3_0.333_1",0.244
200,"csSAM","3_0.333_1",0.15
200,"CARseq","3_0.333_1",0.31175
200,"TOAST","3_0.333_1",0.2325
200,"TOAST","3_0.333_1",0.25575
200,"csSAM","3_0.333_1",0.1905
200,"CARseq","3_0.333_1",0.28175
200,"TOAST","3_0.333_1",0.20025
200,"TOAST","3_0.333_1",0.234
200,"csSAM","3_0.333_1",0.14525
200,"CARseq","3_0.333_1",0.27525
200,"TOAST","3_0.333_1",0.19225
200,"TOAST","3_0.333_1",0.20575
200,"csSAM","3_0.333_1",0.16775
200,"CARseq","3_0.333_1",0.27925
200,"TOAST","3_0.333_1",0.19375
200,"TOAST","3_0.333_1",0.2555
200,"csSAM","3_0.333_1",0.144
200,"CARseq","3_0.333_1",0.32175
200,"TOAST","3_0.333_1",0.22375
200,"TOAST","3_0.333_1",0.30575
200,"csSAM","3_0.333_1",0.1875
200,"CARseq","1_3_1",0.14
200,"TOAST","1_3_1",0.136
200,"TOAST","1_3_1",0.104
200,"csSAM","1_3_1",0.0855
200,"CARseq","1_3_1",0.183
200,"TOAST","1_3_1",0.167
200,"TOAST","1_3_1",0.1975
200,"csSAM","1_3_1",0.0965
200,"CARseq","1_3_1",0.1435
200,"TOAST","1_3_1",0.135
200,"TOAST","1_3_1",0.141
200,"csSAM","1_3_1",0.0715
200,"CARseq","1_3_1",0.136
200,"TOAST","1_3_1",0.149
200,"TOAST","1_3_1",0.1285
200,"csSAM","1_3_1",0.0975
200,"CARseq","1_3_1",0.123
200,"TOAST","1_3_1",0.126
200,"TOAST","1_3_1",0.1405
200,"csSAM","1_3_1",0.076
200,"CARseq","1_3_1",0.1735
200,"TOAST","1_3_1",0.1625
200,"TOAST","1_3_1",0.1435
200,"csSAM","1_3_1",0.0925
200,"CARseq","1_3_1",0.16
200,"TOAST","1_3_1",0.1515
200,"TOAST","1_3_1",0.1215
200,"csSAM","1_3_1",0.083
200,"CARseq","1_3_1",0.136
200,"TOAST","1_3_1",0.147
200,"TOAST","1_3_1",0.1335
200,"csSAM","1_3_1",0.067
200,"CARseq","1_3_1",0.169
200,"TOAST","1_3_1",0.178
200,"TOAST","1_3_1",0.1645
200,"csSAM","1_3_1",0.0795
200,"CARseq","1_3_1",0.119
200,"TOAST","1_3_1",0.152
200,"TOAST","1_3_1",0.114
200,"csSAM","1_3_1",0.0875
200,"CARseq","4_1_1",0.676
200,"TOAST","4_1_1",0.504
200,"TOAST","4_1_1",0.6445
200,"csSAM","4_1_1",0.4435
200,"CARseq","4_1_1",0.7295
200,"TOAST","4_1_1",0.6135
200,"TOAST","4_1_1",0.7395
200,"csSAM","4_1_1",0.3855
200,"CARseq","4_1_1",0.743
200,"TOAST","4_1_1",0.6215
200,"TOAST","4_1_1",0.685
200,"csSAM","4_1_1",0.525
200,"CARseq","4_1_1",0.6845
200,"TOAST","4_1_1",0.539
200,"TOAST","4_1_1",0.5525
200,"csSAM","4_1_1",0.4625
200,"CARseq","4_1_1",0.6965
200,"TOAST","4_1_1",0.5205
200,"TOAST","4_1_1",0.6715
200,"csSAM","4_1_1",0.4365
200,"CARseq","4_1_1",0.724
200,"TOAST","4_1_1",0.574
200,"TOAST","4_1_1",0.6315
200,"csSAM","4_1_1",0.431
200,"CARseq","4_1_1",0.693
200,"TOAST","4_1_1",0.5545
200,"TOAST","4_1_1",0.655
200,"csSAM","4_1_1",0.45
200,"CARseq","4_1_1",0.677
200,"TOAST","4_1_1",0.507
200,"TOAST","4_1_1",0.6265
200,"csSAM","4_1_1",0.469
200,"CARseq","4_1_1",0.699
200,"TOAST","4_1_1",0.5555
200,"TOAST","4_1_1",0.6775
200,"csSAM","4_1_1",0.4225
200,"CARseq","4_1_1",0.6805
200,"TOAST","4_1_1",0.5045
200,"TOAST","4_1_1",0.614
200,"csSAM","4_1_1",0.481
200,"CARseq","4_4_1",0.4265
200,"TOAST","4_4_1",0.34675
200,"TOAST","4_4_1",0.3065
200,"csSAM","4_4_1",0.229
200,"CARseq","4_4_1",0.38875
200,"TOAST","4_4_1",0.345
200,"TOAST","4_4_1",0.3735
200,"csSAM","4_4_1",0.249
200,"CARseq","4_4_1",0.438
200,"TOAST","4_4_1",0.3685
200,"TOAST","4_4_1",0.3955
200,"csSAM","4_4_1",0.25675
200,"CARseq","4_4_1",0.42575
200,"TOAST","4_4_1",0.373
200,"TOAST","4_4_1",0.37875
200,"csSAM","4_4_1",0.24925
200,"CARseq","4_4_1",0.438
200,"TOAST","4_4_1",0.35475
200,"TOAST","4_4_1",0.32
200,"csSAM","4_4_1",0.27425
200,"CARseq","4_4_1",0.45
200,"TOAST","4_4_1",0.39275
200,"TOAST","4_4_1",0.3635
200,"csSAM","4_4_1",0.26575
200,"CARseq","4_4_1",0.4125
200,"TOAST","4_4_1",0.334
200,"TOAST","4_4_1",0.36975
200,"csSAM","4_4_1",0.27825
200,"CARseq","4_4_1",0.4095
200,"TOAST","4_4_1",0.34775
200,"TOAST","4_4_1",0.36725
200,"csSAM","4_4_1",0.2715
200,"CARseq","4_4_1",0.4085
200,"TOAST","4_4_1",0.3425
200,"TOAST","4_4_1",0.3295
200,"csSAM","4_4_1",0.26575
200,"CARseq","4_4_1",0.43825
200,"TOAST","4_4_1",0.3645
200,"TOAST","4_4_1",0.3595
200,"csSAM","4_4_1",0.22
200,"CARseq","4_0.25_1",0.36525
200,"TOAST","4_0.25_1",0.273
200,"TOAST","4_0.25_1",0.32325
200,"csSAM","4_0.25_1",0.2255
200,"CARseq","4_0.25_1",0.34375
200,"TOAST","4_0.25_1",0.2745
200,"TOAST","4_0.25_1",0.33225
200,"csSAM","4_0.25_1",0.254
200,"CARseq","4_0.25_1",0.36975
200,"TOAST","4_0.25_1",0.27975
200,"TOAST","4_0.25_1",0.35225
200,"csSAM","4_0.25_1",0.234
200,"CARseq","4_0.25_1",0.3685
200,"TOAST","4_0.25_1",0.29575
200,"TOAST","4_0.25_1",0.355
200,"csSAM","4_0.25_1",0.24275
200,"CARseq","4_0.25_1",0.36
200,"TOAST","4_0.25_1",0.27375
200,"TOAST","4_0.25_1",0.3255
200,"csSAM","4_0.25_1",0.257
200,"CARseq","4_0.25_1",0.35275
200,"TOAST","4_0.25_1",0.2925
200,"TOAST","4_0.25_1",0.312
200,"csSAM","4_0.25_1",0.2185
200,"CARseq","4_0.25_1",0.376
200,"TOAST","4_0.25_1",0.31275
200,"TOAST","4_0.25_1",0.34425
200,"csSAM","4_0.25_1",0.2665
200,"CARseq","4_0.25_1",0.365
200,"TOAST","4_0.25_1",0.2825
200,"TOAST","4_0.25_1",0.3095
200,"csSAM","4_0.25_1",0.2335
200,"CARseq","4_0.25_1",0.37325
200,"TOAST","4_0.25_1",0.2825
200,"TOAST","4_0.25_1",0.3465
200,"csSAM","4_0.25_1",0.21875
200,"CARseq","4_0.25_1",0.3425
200,"TOAST","4_0.25_1",0.27
200,"TOAST","4_0.25_1",0.317
200,"csSAM","4_0.25_1",0.245
200,"CARseq","1_4_1",0.2165
200,"TOAST","1_4_1",0.2435
200,"TOAST","1_4_1",0.211
200,"csSAM","1_4_1",0.1435
200,"CARseq","1_4_1",0.3015
200,"TOAST","1_4_1",0.2705
200,"TOAST","1_4_1",0.286
200,"csSAM","1_4_1",0.189
200,"CARseq","1_4_1",0.2945
200,"TOAST","1_4_1",0.312
200,"TOAST","1_4_1",0.2505
200,"csSAM","1_4_1",0.115
200,"CARseq","1_4_1",0.279
200,"TOAST","1_4_1",0.282
200,"TOAST","1_4_1",0.304
200,"csSAM","1_4_1",0.1755
200,"CARseq","1_4_1",0.228
200,"TOAST","1_4_1",0.2285
200,"TOAST","1_4_1",0.2745
200,"csSAM","1_4_1",0.134
200,"CARseq","1_4_1",0.2895
200,"TOAST","1_4_1",0.304
200,"TOAST","1_4_1",0.281
200,"csSAM","1_4_1",0.1715
200,"CARseq","1_4_1",0.3075
200,"TOAST","1_4_1",0.2985
200,"TOAST","1_4_1",0.3185
200,"csSAM","1_4_1",0.1565
200,"CARseq","1_4_1",0.2135
200,"TOAST","1_4_1",0.224
200,"TOAST","1_4_1",0.201
200,"csSAM","1_4_1",0.1275
200,"CARseq","1_4_1",0.2365
200,"TOAST","1_4_1",0.2505
200,"TOAST","1_4_1",0.181
200,"csSAM","1_4_1",0.1465
200,"CARseq","1_4_1",0.293
200,"TOAST","1_4_1",0.289
200,"TOAST","1_4_1",0.2765
200,"csSAM","1_4_1",0.18
