"","samples","group","cell type","cellular proportions"
"2412","PITT_RNA_PFC_1092","Control","OPC",0.0454700808738995
"2413","PITT_RNA_PFC_1099","Control","Astro",0.1295041297914
"2414","PITT_RNA_PFC_1099","Control","Exc",0.65258187734178
"2415","PITT_RNA_PFC_1099","Control","Inh",0.136652101688059
"2416","PITT_RNA_PFC_1099","Control","Micro",0.0166031929183058
"2417","PITT_RNA_PFC_1099","Control","Oligo",0.0252941559301932
"2418","PITT_RNA_PFC_1099","Control","OPC",0.0393645423302624
"2419","PITT_RNA_PFC_1105","SCZ","Astro",0.0903851486131362
"2420","PITT_RNA_PFC_1105","SCZ","Exc",0.730677796656802
"2421","PITT_RNA_PFC_1105","SCZ","Inh",0.10055173713776
"2422","PITT_RNA_PFC_1105","SCZ","Micro",0.0145467815106553
"2423","PITT_RNA_PFC_1105","SCZ","Oligo",0.0438870634445925
"2424","PITT_RNA_PFC_1105","SCZ","OPC",0.0199514726370538
"2425","PITT_RNA_PFC_1122","Control","Astro",0.127178184447004
"2426","PITT_RNA_PFC_1122","Control","Exc",0.706529033435934
"2427","PITT_RNA_PFC_1122","Control","Inh",0.100668936187978
"2428","PITT_RNA_PFC_1122","Control","Micro",0.0142291435969975
"2429","PITT_RNA_PFC_1122","Control","Oligo",0.0327554196748777
"2430","PITT_RNA_PFC_1122","Control","OPC",0.0186392826572083
"2431","PITT_RNA_PFC_1173","SCZ","Astro",0.154621684233131
"2432","PITT_RNA_PFC_1173","SCZ","Exc",0.607897140534709
"2433","PITT_RNA_PFC_1173","SCZ","Inh",0.149003630357819
"2434","PITT_RNA_PFC_1173","SCZ","Micro",0.0125600605084005
"2435","PITT_RNA_PFC_1173","SCZ","Oligo",0.0354483375170029
"2436","PITT_RNA_PFC_1173","SCZ","OPC",0.0404691468489375
"2437","PITT_RNA_PFC_1178","SCZ","Astro",0.129651077137714
"2438","PITT_RNA_PFC_1178","SCZ","Exc",0.616076073618533
"2439","PITT_RNA_PFC_1178","SCZ","Inh",0.154217632746744
"2440","PITT_RNA_PFC_1178","SCZ","Micro",0.0183414067615402
"2441","PITT_RNA_PFC_1178","SCZ","Oligo",0.0396470403184132
"2442","PITT_RNA_PFC_1178","SCZ","OPC",0.0420667694170566
"2443","PITT_RNA_PFC_1188","SCZ","Astro",0.125356235452222
"2444","PITT_RNA_PFC_1188","SCZ","Exc",0.591660462491085
"2445","PITT_RNA_PFC_1188","SCZ","Inh",0.168998279127798
"2446","PITT_RNA_PFC_1188","SCZ","Micro",0.00967827446499419
"2447","PITT_RNA_PFC_1188","SCZ","Oligo",0.0527675769467847
"2448","PITT_RNA_PFC_1188","SCZ","OPC",0.051539171517116
"2449","PITT_RNA_PFC_1189","SCZ","Astro",0.127366584719994
"2450","PITT_RNA_PFC_1189","SCZ","Exc",0.584706785954204
"2451","PITT_RNA_PFC_1189","SCZ","Inh",0.164144126683819
"2452","PITT_RNA_PFC_1189","SCZ","Micro",0.00876161406842066
"2453","PITT_RNA_PFC_1189","SCZ","Oligo",0.0628458764921098
"2454","PITT_RNA_PFC_1189","SCZ","OPC",0.0521750120814524
"2455","PITT_RNA_PFC_1191","Control","Astro",0.111275763098753
"2456","PITT_RNA_PFC_1191","Control","Exc",0.685201756878426
"2457","PITT_RNA_PFC_1191","Control","Inh",0.127539276969111
"2458","PITT_RNA_PFC_1191","Control","Micro",0.00525537788974598
"2459","PITT_RNA_PFC_1191","Control","Oligo",0.0385891580429966
"2460","PITT_RNA_PFC_1191","Control","OPC",0.0321386671209671
"2461","PITT_RNA_PFC_1201","Control","Astro",0.129969704116853
"2462","PITT_RNA_PFC_1201","Control","Exc",0.63227193988913
"2463","PITT_RNA_PFC_1201","Control","Inh",0.133596446592578
"2464","PITT_RNA_PFC_1201","Control","Micro",0.0052339999401031
"2465","PITT_RNA_PFC_1201","Control","Oligo",0.044484752067321
"2466","PITT_RNA_PFC_1201","Control","OPC",0.054443157394014
"2467","PITT_RNA_PFC_1209","SCZ","Astro",0.107053058848162
"2468","PITT_RNA_PFC_1209","SCZ","Exc",0.704399147986911
"2469","PITT_RNA_PFC_1209","SCZ","Inh",0.107101443119402
"2470","PITT_RNA_PFC_1209","SCZ","Micro",0.0148426089931334
"2471","PITT_RNA_PFC_1209","SCZ","Oligo",0.037463859547491
"2472","PITT_RNA_PFC_1209","SCZ","OPC",0.0291398815049009
"2473","PITT_RNA_PFC_1211","SCZ","Astro",0.122040177649961
"2474","PITT_RNA_PFC_1211","SCZ","Exc",0.639668647213242
"2475","PITT_RNA_PFC_1211","SCZ","Inh",0.139900309738582
"2476","PITT_RNA_PFC_1211","SCZ","Micro",0.0158657070641756
"2477","PITT_RNA_PFC_1211","SCZ","Oligo",0.0440143525251524
"2478","PITT_RNA_PFC_1211","SCZ","OPC",0.038510805808887
"2479","PITT_RNA_PFC_1222","SCZ","Astro",0.124487901477062
"2480","PITT_RNA_PFC_1222","SCZ","Exc",0.652007844646199
"2481","PITT_RNA_PFC_1222","SCZ","Inh",0.138762265551329
"2482","PITT_RNA_PFC_1222","SCZ","Micro",0.00524541238838115
"2483","PITT_RNA_PFC_1222","SCZ","Oligo",0.033975042910833
"2484","PITT_RNA_PFC_1222","SCZ","OPC",0.0455215330261948
"2485","PITT_RNA_PFC_1230","SCZ","Astro",0.162000502487283
"2486","PITT_RNA_PFC_1230","SCZ","Exc",0.560852273331649
"2487","PITT_RNA_PFC_1230","SCZ","Inh",0.11985701400463
"2488","PITT_RNA_PFC_1230","SCZ","Micro",0.0706855011705283
"2489","PITT_RNA_PFC_1230","SCZ","Oligo",0.0360151113920209
"2490","PITT_RNA_PFC_1230","SCZ","OPC",0.0505895976138893
"2491","PITT_RNA_PFC_1240","SCZ","Astro",0.133423816173673
"2492","PITT_RNA_PFC_1240","SCZ","Exc",0.664461027801312
"2493","PITT_RNA_PFC_1240","SCZ","Inh",0.131418542368169
"2494","PITT_RNA_PFC_1240","SCZ","Micro",0.00523990137357144
"2495","PITT_RNA_PFC_1240","SCZ","Oligo",0.0240753247812671
"2496","PITT_RNA_PFC_1240","SCZ","OPC",0.0413813875020076
"2497","PITT_RNA_PFC_1247","Control","Astro",0.126340318205333
"2498","PITT_RNA_PFC_1247","Control","Exc",0.645309430149156
"2499","PITT_RNA_PFC_1247","Control","Inh",0.140224464773167
"2500","PITT_RNA_PFC_1247","Control","Micro",0.010970420599678
"2501","PITT_RNA_PFC_1247","Control","Oligo",0.0393217527335808
"2502","PITT_RNA_PFC_1247","Control","OPC",0.0378336135390848
"2503","PITT_RNA_PFC_1256","SCZ","Astro",0.163876460524384
"2504","PITT_RNA_PFC_1256","SCZ","Exc",0.601031317834303
"2505","PITT_RNA_PFC_1256","SCZ","Inh",0.146143590141941
"2506","PITT_RNA_PFC_1256","SCZ","Micro",0.0192967287663599
"2507","PITT_RNA_PFC_1256","SCZ","Oligo",0.0324735051568482
"2508","PITT_RNA_PFC_1256","SCZ","OPC",0.0371783975761645
"2509","PITT_RNA_PFC_1268","Control","Astro",0.126983312810043
"2510","PITT_RNA_PFC_1268","Control","Exc",0.649334822060911
"2511","PITT_RNA_PFC_1268","Control","Inh",0.138133083535626
"2512","PITT_RNA_PFC_1268","Control","Micro",0.0144140696651422
"2513","PITT_RNA_PFC_1268","Control","Oligo",0.0421405521102318
"2514","PITT_RNA_PFC_1268","Control","OPC",0.0289941598180455
"2515","PITT_RNA_PFC_1270","Control","Astro",0.155462979994683
"2516","PITT_RNA_PFC_1270","Control","Exc",0.585479264190944
"2517","PITT_RNA_PFC_1270","Control","Inh",0.15191614092348
"2518","PITT_RNA_PFC_1270","Control","Micro",0.0199727556974474
"2519","PITT_RNA_PFC_1270","Control","Oligo",0.0501695308446181
"2520","PITT_RNA_PFC_1270","Control","OPC",0.0369993283488268
"2521","PITT_RNA_BP_PFC_1282","Control","Astro",0.128238062812582
"2522","PITT_RNA_BP_PFC_1282","Control","Exc",0.618658040926516
"2523","PITT_RNA_BP_PFC_1282","Control","Inh",0.136492243946141
"2524","PITT_RNA_BP_PFC_1282","Control","Micro",0.0159726414546838
"2525","PITT_RNA_BP_PFC_1282","Control","Oligo",0.0530645155879156
"2526","PITT_RNA_BP_PFC_1282","Control","OPC",0.0475744952721615
"2527","PITT_RNA_PFC_1284","Control","Astro",0.13999675791494
"2528","PITT_RNA_PFC_1284","Control","Exc",0.622033457377182
"2529","PITT_RNA_PFC_1284","Control","Inh",0.137277773923904
"2530","PITT_RNA_PFC_1284","Control","Micro",0.0132021033485404
"2531","PITT_RNA_PFC_1284","Control","Oligo",0.0534319520130521
"2532","PITT_RNA_PFC_1284","Control","OPC",0.0340579554223808
"2533","PITT_RNA_PFC_1307","Control","Astro",0.102404072562537
"2534","PITT_RNA_PFC_1307","Control","Exc",0.656700165824186
"2535","PITT_RNA_PFC_1307","Control","Inh",0.108050736512685
"2536","PITT_RNA_PFC_1307","Control","Micro",0.0151957691914939
"2537","PITT_RNA_PFC_1307","Control","Oligo",0.0654031285232965
"2538","PITT_RNA_PFC_1307","Control","OPC",0.0522461273858016
"2539","PITT_RNA_PFC_1314","SCZ","Astro",0.119577058418837
"2540","PITT_RNA_PFC_1314","SCZ","Exc",0.641714263346341
"2541","PITT_RNA_PFC_1314","SCZ","Inh",0.153288447487229
"2542","PITT_RNA_PFC_1314","SCZ","Micro",0.0108894339922091
"2543","PITT_RNA_PFC_1314","SCZ","Oligo",0.0436494816821391
"2544","PITT_RNA_PFC_1314","SCZ","OPC",0.0308813150732447
"2545","PITT_RNA_PFC_1324","Control","Astro",0.137464287024844
"2546","PITT_RNA_PFC_1324","Control","Exc",0.600214068948086
"2547","PITT_RNA_PFC_1324","Control","Inh",0.152164077469749
"2548","PITT_RNA_PFC_1324","Control","Micro",0.0180865935064955
"2549","PITT_RNA_PFC_1324","Control","Oligo",0.0488848030102904
"2550","PITT_RNA_PFC_1324","Control","OPC",0.0431861700405352
"2551","PITT_RNA_PFC_1326","Control","Astro",0.142870939214557
"2552","PITT_RNA_PFC_1326","Control","Exc",0.58981047709451
"2553","PITT_RNA_PFC_1326","Control","Inh",0.145792883952616
"2554","PITT_RNA_PFC_1326","Control","Micro",0.0164340960594943
"2555","PITT_RNA_PFC_1326","Control","Oligo",0.0641096156999102
"2556","PITT_RNA_PFC_1326","Control","OPC",0.0409819879789129
"2557","PITT_RNA_PFC_1336","Control","Astro",0.129247835161895
"2558","PITT_RNA_PFC_1336","Control","Exc",0.591902792752992
"2559","PITT_RNA_PFC_1336","Control","Inh",0.151236883092767
"2560","PITT_RNA_PFC_1336","Control","Micro",0.0158733824538869
"2561","PITT_RNA_PFC_1336","Control","Oligo",0.0601672801268781
"2562","PITT_RNA_PFC_1336","Control","OPC",0.051571826411581
"2563","PITT_RNA_PFC_1341","SCZ","Astro",0.159004164784078
"2564","PITT_RNA_PFC_1341","SCZ","Exc",0.609274290079742
"2565","PITT_RNA_PFC_1341","SCZ","Inh",0.117774682918609
"2566","PITT_RNA_PFC_1341","SCZ","Micro",0.05117062256845
"2567","PITT_RNA_PFC_1341","SCZ","Oligo",0.0237734598529899
"2568","PITT_RNA_PFC_1341","SCZ","OPC",0.039002779796132
"2569","PITT_RNA_PFC_1350","Control","Astro",0.116334636473776
"2570","PITT_RNA_PFC_1350","Control","Exc",0.6220975575168
"2571","PITT_RNA_PFC_1350","Control","Inh",0.165878835891132
"2572","PITT_RNA_PFC_1350","Control","Micro",0.00871302295420616
"2573","PITT_RNA_PFC_1350","Control","Oligo",0.0358111317439879
"2574","PITT_RNA_PFC_1350","Control","OPC",0.0511648154200977
"2575","PITT_RNA_PFC_1361","SCZ","Astro",0.0975301128709248
"2576","PITT_RNA_PFC_1361","SCZ","Exc",0.68690550569455
"2577","PITT_RNA_PFC_1361","SCZ","Inh",0.0837571872474422
"2578","PITT_RNA_PFC_1361","SCZ","Micro",0.015898834811592
"2579","PITT_RNA_PFC_1361","SCZ","Oligo",0.0945804203313881
"2580","PITT_RNA_PFC_1361","SCZ","OPC",0.0213279390441027
"2581","PITT_RNA_PFC_1367","SCZ","Astro",0.150873884652203
"2582","PITT_RNA_PFC_1367","SCZ","Exc",0.593897295476521
"2583","PITT_RNA_PFC_1367","SCZ","Inh",0.15463740868544
"2584","PITT_RNA_PFC_1367","SCZ","Micro",0.0170542977539946
"2585","PITT_RNA_PFC_1367","SCZ","Oligo",0.0389775262830029
"2586","PITT_RNA_PFC_1367","SCZ","OPC",0.0445595871488386
"2587","PITT_RNA_PFC_1372","Control","Astro",0.124495915761483
"2588","PITT_RNA_PFC_1372","Control","Exc",0.645802110800259
"2589","PITT_RNA_PFC_1372","Control","Inh",0.139105230025009
"2590","PITT_RNA_PFC_1372","Control","Micro",0.0177387441381237
"2591","PITT_RNA_PFC_1372","Control","Oligo",0.0339052483248403
"2592","PITT_RNA_PFC_1372","Control","OPC",0.0389527509502855
"2593","PITT_RNA_PFC_1374","Control","Astro",0.115160089228008
"2594","PITT_RNA_PFC_1374","Control","Exc",0.611223871436524
"2595","PITT_RNA_PFC_1374","Control","Inh",0.171172272212669
"2596","PITT_RNA_PFC_1374","Control","Micro",0.0191605451982855
"2597","PITT_RNA_PFC_1374","Control","Oligo",0.0334199852386966
"2598","PITT_RNA_PFC_1374","Control","OPC",0.0498632366858161
"2599","PITT_RNA_PFC_1386","Control","Astro",0.121106283011505
"2600","PITT_RNA_PFC_1386","Control","Exc",0.654732708900045
"2601","PITT_RNA_PFC_1386","Control","Inh",0.132635842908345
"2602","PITT_RNA_PFC_1386","Control","Micro",0.0147728657712362
"2603","PITT_RNA_PFC_1386","Control","Oligo",0.0469494649248358
"2604","PITT_RNA_PFC_1386","Control","OPC",0.0298028344840324
"2605","PITT_RNA_PFC_1391","Control","Astro",0.11722252567953
"2606","PITT_RNA_PFC_1391","Control","Exc",0.609025195681054
"2607","PITT_RNA_PFC_1391","Control","Inh",0.142025424266302
"2608","PITT_RNA_PFC_1391","Control","Micro",0.0166279132441577
"2609","PITT_RNA_PFC_1391","Control","Oligo",0.0621778550451343
"2610","PITT_RNA_PFC_1391","Control","OPC",0.0529210860838224
"2611","PITT_RNA_PFC_1420","SCZ","Astro",0.124104485664144
"2612","PITT_RNA_PFC_1420","SCZ","Exc",0.641704172492886
"2613","PITT_RNA_PFC_1420","SCZ","Inh",0.124763023957343
"2614","PITT_RNA_PFC_1420","SCZ","Micro",0.0156172110163911
"2615","PITT_RNA_PFC_1420","SCZ","Oligo",0.0571083601001756
"2616","PITT_RNA_PFC_1420","SCZ","OPC",0.0367027467690599
"2617","PITT_RNA_PFC_1433","Control","Astro",0.118047384171155
"2618","PITT_RNA_PFC_1433","Control","Exc",0.687923606168467
"2619","PITT_RNA_PFC_1433","Control","Inh",0.120040522112197
"2620","PITT_RNA_PFC_1433","Control","Micro",0.0119117951976859
"2621","PITT_RNA_PFC_1433","Control","Oligo",0.0344819212787139
"2622","PITT_RNA_PFC_1433","Control","OPC",0.0275947710717815
"2623","PITT_RNA_PFC_1453","SCZ","Astro",0.136663346383345
"2624","PITT_RNA_PFC_1453","SCZ","Exc",0.593553641752514
"2625","PITT_RNA_PFC_1453","SCZ","Inh",0.144665774313323
"2626","PITT_RNA_PFC_1453","SCZ","Micro",0.0186226508227787
"2627","PITT_RNA_PFC_1453","SCZ","Oligo",0.0682801497229647
"2628","PITT_RNA_PFC_1453","SCZ","OPC",0.0382144370050756
"2629","PITT_RNA_PFC_1454","SCZ","Astro",0.138711183455413
"2630","PITT_RNA_PFC_1454","SCZ","Exc",0.614930006170335
"2631","PITT_RNA_PFC_1454","SCZ","Inh",0.137687051900401
"2632","PITT_RNA_PFC_1454","SCZ","Micro",0.0210443471732446
"2633","PITT_RNA_PFC_1454","SCZ","Oligo",0.0384873414649016
"2634","PITT_RNA_PFC_1454","SCZ","OPC",0.0491400698357046
"2635","PITT_RNA_PFC_1455","SCZ","Astro",0.1318027041594
"2636","PITT_RNA_PFC_1455","SCZ","Exc",0.602812694527961
"2637","PITT_RNA_PFC_1455","SCZ","Inh",0.150464407028781
"2638","PITT_RNA_PFC_1455","SCZ","Micro",0.0297133477555332
"2639","PITT_RNA_PFC_1455","SCZ","Oligo",0.0395798336937846
"2640","PITT_RNA_PFC_1455","SCZ","OPC",0.0456270128345397
"2641","PITT_RNA_PFC_1466","Control","Astro",0.101014833431469
"2642","PITT_RNA_PFC_1466","Control","Exc",0.685348219670354
"2643","PITT_RNA_PFC_1466","Control","Inh",0.12960772857368
"2644","PITT_RNA_PFC_1466","Control","Micro",0.0163853293720314
"2645","PITT_RNA_PFC_1466","Control","Oligo",0.0354721226037442
"2646","PITT_RNA_PFC_1466","Control","OPC",0.0321717663487212
"2647","PITT_RNA_PFC_1472","Control","Astro",0.111522334782204
"2648","PITT_RNA_PFC_1472","Control","Exc",0.636732221122529
"2649","PITT_RNA_PFC_1472","Control","Inh",0.132670216817419
"2650","PITT_RNA_PFC_1472","Control","Micro",0.0126670936206681
"2651","PITT_RNA_PFC_1472","Control","Oligo",0.0732723242172039
"2652","PITT_RNA_PFC_1472","Control","OPC",0.0331358094399763
"2653","PITT_RNA_PFC_1474","SCZ","Astro",0.0435273140824995
"2654","PITT_RNA_PFC_1474","SCZ","Exc",0.703374305144267
"2655","PITT_RNA_PFC_1474","SCZ","Inh",0.153785061351144
"2656","PITT_RNA_PFC_1474","SCZ","Micro",0.0126506472079153
"2657","PITT_RNA_PFC_1474","SCZ","Oligo",0.0351970976593222
"2658","PITT_RNA_PFC_1474","SCZ","OPC",0.0514655745548515
"2659","PITT_RNA_PFC_1506","SCZ","Astro",0.140073618487789
"2660","PITT_RNA_PFC_1506","SCZ","Exc",0.565243314479708
"2661","PITT_RNA_PFC_1506","SCZ","Inh",0.0865336840830364
"2662","PITT_RNA_PFC_1506","SCZ","Micro",0.00670281216101247
"2663","PITT_RNA_PFC_1506","SCZ","Oligo",0.122279061537598
"2664","PITT_RNA_PFC_1506","SCZ","OPC",0.0791675092508563
"2665","PITT_RNA_PFC_1518","Control","Astro",0.133329399852459
"2666","PITT_RNA_PFC_1518","Control","Exc",0.610706051285128
"2667","PITT_RNA_PFC_1518","Control","Inh",0.155580579971299
"2668","PITT_RNA_PFC_1518","Control","Micro",0.00700573474124353
"2669","PITT_RNA_PFC_1518","Control","Oligo",0.0418296613096075
"2670","PITT_RNA_PFC_1518","Control","OPC",0.0515485728402627
"2671","PITT_RNA_PFC_1524","Control","Astro",0.120484698214143
"2672","PITT_RNA_PFC_1524","Control","Exc",0.630212935301289
"2673","PITT_RNA_PFC_1524","Control","Inh",0.140195886914738
"2674","PITT_RNA_PFC_1524","Control","Micro",0.0175091681891196
"2675","PITT_RNA_PFC_1524","Control","Oligo",0.0562905672377397
"2676","PITT_RNA_PFC_1524","Control","OPC",0.0353067441429716
"2677","PITT_RNA_PFC_1542","SCZ","Astro",0.111022594298073
"2678","PITT_RNA_PFC_1542","SCZ","Exc",0.632400805633636
"2679","PITT_RNA_PFC_1542","SCZ","Inh",0.133361396833719
"2680","PITT_RNA_PFC_1542","SCZ","Micro",0.0101048334772111
"2681","PITT_RNA_PFC_1542","SCZ","Oligo",0.0711086149371631
"2682","PITT_RNA_PFC_1542","SCZ","OPC",0.0420017548201975
"2683","PITT_RNA_PFC_1543","Control","Astro",0.140090121723788
"2684","PITT_RNA_PFC_1543","Control","Exc",0.601616209589305
"2685","PITT_RNA_PFC_1543","Control","Inh",0.138295968291167
"2686","PITT_RNA_PFC_1543","Control","Micro",0.0175719278697062
"2687","PITT_RNA_PFC_1543","Control","Oligo",0.0533345163842616
"2688","PITT_RNA_PFC_1543","Control","OPC",0.0490912561417728
"2689","PITT_RNA_PFC_1554","Control","Astro",0.10565270246417
"2690","PITT_RNA_PFC_1554","Control","Exc",0.655280554738303
"2691","PITT_RNA_PFC_1554","Control","Inh",0.1406971532515
"2692","PITT_RNA_PFC_1554","Control","Micro",0.0149654880882625
"2693","PITT_RNA_PFC_1554","Control","Oligo",0.0543289560904514
"2694","PITT_RNA_PFC_1554","Control","OPC",0.0290751453673126
"2695","PITT_RNA_PFC_1555","Control","Astro",0.128035052326039
"2696","PITT_RNA_PFC_1555","Control","Exc",0.602820129625587
"2697","PITT_RNA_PFC_1555","Control","Inh",0.141897477374621
"2698","PITT_RNA_PFC_1555","Control","Micro",0.022797344966977
"2699","PITT_RNA_PFC_1555","Control","Oligo",0.0462194581465168
"2700","PITT_RNA_PFC_1555","Control","OPC",0.0582305375602586
"2701","PITT_RNA_PFC_1558","Control","Astro",0.127714286519375
"2702","PITT_RNA_PFC_1558","Control","Exc",0.687378994493693
"2703","PITT_RNA_PFC_1558","Control","Inh",0.0996743189081927
"2704","PITT_RNA_PFC_1558","Control","Micro",0.014289767917964
"2705","PITT_RNA_PFC_1558","Control","Oligo",0.0457901725425656
"2706","PITT_RNA_PFC_1558","Control","OPC",0.0251524596182094
"2707","PITT_RNA_PFC_1579","SCZ","Astro",0.142239792253126
"2708","PITT_RNA_PFC_1579","SCZ","Exc",0.566584181573091
"2709","PITT_RNA_PFC_1579","SCZ","Inh",0.143239163579528
"2710","PITT_RNA_PFC_1579","SCZ","Micro",0.0242751419770018
"2711","PITT_RNA_PFC_1579","SCZ","Oligo",0.0749729598784848
"2712","PITT_RNA_PFC_1579","SCZ","OPC",0.0486887607387686
"2713","PITT_RNA_PFC_1581","SCZ","Astro",0.127217698891519
"2714","PITT_RNA_PFC_1581","SCZ","Exc",0.689483819543166
"2715","PITT_RNA_PFC_1581","SCZ","Inh",0.101844499840167
"2716","PITT_RNA_PFC_1581","SCZ","Micro",0.0153899735365598
"2717","PITT_RNA_PFC_1581","SCZ","Oligo",0.0370406121722132
"2718","PITT_RNA_PFC_1581","SCZ","OPC",0.0290233960163746
"2719","PITT_RNA_PFC_1583","Control","Astro",0.132130776216863
"2720","PITT_RNA_PFC_1583","Control","Exc",0.602215820545756
"2721","PITT_RNA_PFC_1583","Control","Inh",0.144579170875711
"2722","PITT_RNA_PFC_1583","Control","Micro",0.0160618048485145
"2723","PITT_RNA_PFC_1583","Control","Oligo",0.0658804095024688
"2724","PITT_RNA_PFC_1583","Control","OPC",0.0391320180106864
"2725","PITT_RNA_PFC_1635","Control","Astro",0.142270742483817
"2726","PITT_RNA_PFC_1635","Control","Exc",0.61815155551097
"2727","PITT_RNA_PFC_1635","Control","Inh",0.127312025236106
"2728","PITT_RNA_PFC_1635","Control","Micro",0.0150797023261416
"2729","PITT_RNA_PFC_1635","Control","Oligo",0.0554788434565322
"2730","PITT_RNA_PFC_1635","Control","OPC",0.0417071309864341
"2731","PITT_RNA_PFC_1649","SCZ","Astro",0.167436823385047
"2732","PITT_RNA_PFC_1649","SCZ","Exc",0.572340790536683
"2733","PITT_RNA_PFC_1649","SCZ","Inh",0.144429486191998
"2734","PITT_RNA_PFC_1649","SCZ","Micro",0.0284769748088383
"2735","PITT_RNA_PFC_1649","SCZ","Oligo",0.0274144582008418
"2736","PITT_RNA_PFC_1649","SCZ","OPC",0.0599014668765925
"2737","PITT_RNA_PFC_1686","SCZ","Astro",0.112527325272522
"2738","PITT_RNA_PFC_1686","SCZ","Exc",0.615518785631428
"2739","PITT_RNA_PFC_1686","SCZ","Inh",0.143873108939136
"2740","PITT_RNA_PFC_1686","SCZ","Micro",0.0168381690906086
"2741","PITT_RNA_PFC_1686","SCZ","Oligo",0.0598966441323438
"2742","PITT_RNA_PFC_1686","SCZ","OPC",0.0513459669339616
"2743","PITT_RNA_PFC_1691","SCZ","Astro",0.120194799398918
"2744","PITT_RNA_PFC_1691","SCZ","Exc",0.657596741453086
"2745","PITT_RNA_PFC_1691","SCZ","Inh",0.134950641946116
"2746","PITT_RNA_PFC_1691","SCZ","Micro",0.00523341713067872
"2747","PITT_RNA_PFC_1691","SCZ","Oligo",0.0273706758220731
"2748","PITT_RNA_PFC_1691","SCZ","OPC",0.0546537242491281
"2749","PITT_RNA_PFC_1706","SCZ","Astro",0.168898366174313
"2750","PITT_RNA_PFC_1706","SCZ","Exc",0.53693500723815
"2751","PITT_RNA_PFC_1706","SCZ","Inh",0.160903701339323
"2752","PITT_RNA_PFC_1706","SCZ","Micro",0.0267182012626284
"2753","PITT_RNA_PFC_1706","SCZ","Oligo",0.0579787001094826
"2754","PITT_RNA_PFC_1706","SCZ","OPC",0.0485660238761027
"2755","PITT_RNA_PFC_1712","SCZ","Astro",0.0900763596825073
"2756","PITT_RNA_PFC_1712","SCZ","Exc",0.712050837171403
"2757","PITT_RNA_PFC_1712","SCZ","Inh",0.131935996412007
"2758","PITT_RNA_PFC_1712","SCZ","Micro",0.00579221722321632
"2759","PITT_RNA_PFC_1712","SCZ","Oligo",0.0308830917975496
"2760","PITT_RNA_PFC_1712","SCZ","OPC",0.0292614977133171
"2761","PITT_RNA_PFC_1792","Control","Astro",0.136128228540082
"2762","PITT_RNA_PFC_1792","Control","Exc",0.611972045545155
"2763","PITT_RNA_PFC_1792","Control","Inh",0.146441923226831
"2764","PITT_RNA_PFC_1792","Control","Micro",0.0135805132733672
"2765","PITT_RNA_PFC_1792","Control","Oligo",0.0514658742472061
"2766","PITT_RNA_PFC_1792","Control","OPC",0.040411415167359
"2767","PITT_RNA_PFC_516","Control","Astro",0.131697000209108
"2768","PITT_RNA_PFC_516","Control","Exc",0.659469539010949
"2769","PITT_RNA_PFC_516","Control","Inh",0.140881830230072
"2770","PITT_RNA_PFC_516","Control","Micro",0.0138794454406089
"2771","PITT_RNA_PFC_516","Control","Oligo",0.0258940729526059
"2772","PITT_RNA_PFC_516","Control","OPC",0.0281781121566567
"2773","PITT_RNA_PFC_533","SCZ","Astro",0.100604233996712
"2774","PITT_RNA_PFC_533","SCZ","Exc",0.657795245163598
"2775","PITT_RNA_PFC_533","SCZ","Inh",0.132331874756379
"2776","PITT_RNA_PFC_533","SCZ","Micro",0.00991506662476532
"2777","PITT_RNA_PFC_533","SCZ","Oligo",0.0580221702284416
"2778","PITT_RNA_PFC_533","SCZ","OPC",0.0413314092301037
"2779","PITT_RNA_PFC_539","SCZ","Astro",0.0992234126622047
"2780","PITT_RNA_PFC_539","SCZ","Exc",0.677212987365399
"2781","PITT_RNA_PFC_539","SCZ","Inh",0.146102697170351
"2782","PITT_RNA_PFC_539","SCZ","Micro",0.00525556992604856
"2783","PITT_RNA_PFC_539","SCZ","Oligo",0.026833472570814
"2784","PITT_RNA_PFC_539","SCZ","OPC",0.045371860305183
"2785","PITT_RNA_PFC_546","Control","Astro",0.141949769391319
"2786","PITT_RNA_PFC_546","Control","Exc",0.688732012864011
"2787","PITT_RNA_PFC_546","Control","Inh",0.107723352887965
"2788","PITT_RNA_PFC_546","Control","Micro",0.0143465791513343
"2789","PITT_RNA_PFC_546","Control","Oligo",0.0219268239964234
"2790","PITT_RNA_PFC_546","Control","OPC",0.0253214617089468
"2791","PITT_RNA_PFC_547","SCZ","Astro",0.109861029583088
"2792","PITT_RNA_PFC_547","SCZ","Exc",0.675106868140234
"2793","PITT_RNA_PFC_547","SCZ","Inh",0.128130084874813
"2794","PITT_RNA_PFC_547","SCZ","Micro",0.00524013542290076
"2795","PITT_RNA_PFC_547","SCZ","Oligo",0.0342750230393957
"2796","PITT_RNA_PFC_547","SCZ","OPC",0.0473868589395691
"2797","PITT_RNA_PFC_551","Control","Astro",0.12700296042293
"2798","PITT_RNA_PFC_551","Control","Exc",0.608370983035714
"2799","PITT_RNA_PFC_551","Control","Inh",0.137153967920557
"2800","PITT_RNA_PFC_551","Control","Micro",0.0159721856560346
"2801","PITT_RNA_PFC_551","Control","Oligo",0.077753193769802
"2802","PITT_RNA_PFC_551","Control","OPC",0.033746709194962
"2803","PITT_RNA_PFC_566","SCZ","Astro",0.101361481745702
"2804","PITT_RNA_PFC_566","SCZ","Exc",0.651576282037427
