n,DE_pattern,DE_pattern_index,replicate,method,sensitivity,fdr,number_of_true_discoveries_ct1,number_of_true_discoveries_ct2,number_of_true_discoveries_ct3,number_of_discoveries_ct1,number_of_discoveries_ct2,number_of_discoveries_ct3,power_ct1,power_ct2,power_ct3,type_I_error_ct1,type_I_error_ct2,type_I_error_ct3
100,4_1_1,1,1,TOAST_with_RIN,0.6175,0.0728228228228228,1235,0,0,1332,0,0,0.753,0.031,0.0425,0.042625,0.030125,0.050375
100,4_1_1,1,1,TOAST_without_RIN,0.5445,0.0388349514563107,1089,0,0,1133,0,0,0.721,0.0215,0.0255,0.028375,0.019625,0.03325
100,4_1_1,1,1,TOAST_TPM_with_RIN,0.7085,0.0786736020806242,1417,0,0,1538,0,0,0.797,0.0515,0.0475,0.04575,0.0425,0.044375
100,4_1_1,1,1,TOAST_TPM_without_RIN,0.629,0.0498489425981873,1258,0,0,1324,0,0,0.7595,0.0385,0.0245,0.032375,0.029125,0.02775
100,4_1_1,1,1,csSAM,0.521,0.0527272727272727,1042,0,0,1100,0,0,NA,NA,NA,NA,NA,NA
100,4_4_1,2,1,CARseq_with_RIN,0.4,0.0697674418604651,1306,294,0,1410,310,0,0.756,0.3015,0.0445,0.04925,0.038,0.055375
100,4_4_1,2,1,CARseq_without_RIN,0.3225,0.032983508245877,1116,174,0,1157,177,0,0.6995,0.2195,0.021,0.0304625799172621,0.0200576657891438,0.0274539300488906
100,4_4_1,2,1,CIBERSORTx_with_B_mode,0.54725,0.171774498675747,1616,573,306,1740,582,321,0.808,0.2875,0.154,0.0428281068524971,0.013275923932544,0.0300282144296655
100,4_4_1,2,1,CIBERSORTx_with_B_mode_without_RIN,0.547,0.243430152143845,1614,574,303,1977,581,334,0.807,0.2875,0.153,0.107288037166086,0.0166846071044133,0.0503829101168883
100,4_4_1,2,1,CIBERSORTx_without_B_mode,0.58675,0.192082616179002,1744,603,389,1874,614,417,0.873,0.3025,0.1955,0.0430311231393775,0.0122901159771508,0.0314863676341249
100,4_4_1,2,1,CIBERSORTx_without_B_mode_without_RIN,0.58625,0.263967357187696,1741,604,387,2137,621,428,0.8715,0.3025,0.195,0.102706359945873,0.0164445213778778,0.0497801231310466
100,4_4_1,2,1,TOAST_with_RIN,0.26025,0.0763087843833186,923,118,0,989,138,0,0.628,0.16,0.043,0.048,0.0585,0.05175
100,4_4_1,2,1,TOAST_without_RIN,0.26675,0.0421903052064632,980,87,0,1021,93,0,0.65,0.1335,0.0225,0.02875,0.039375,0.02425
100,4_4_1,2,1,TOAST_TPM_with_RIN,0.29625,0.0647198105761642,992,193,0,1057,210,0,0.659,0.2265,0.045,0.045875,0.042375,0.048625
100,4_4_1,2,1,TOAST_TPM_without_RIN,0.266,0.0388437217705511,906,158,0,943,164,0,0.627,0.1965,0.0315,0.02925,0.027125,0.028125
100,4_4_1,2,1,csSAM,0.22475,0.0322927879440258,774,125,0,803,126,0,NA,NA,NA,NA,NA,NA
100,4_0.25_1,3,1,CARseq_with_RIN,0.393,0.0653983353151011,1549,23,0,1657,25,0,0.84,0.078,0.0335,0.045125,0.038625,0.044875
100,4_0.25_1,3,1,CARseq_without_RIN,0.35075,0.0590207914151576,1392,11,0,1479,12,0,0.7835,0.0515,0.0445,0.050231742452712,0.0214205186020293,0.0544907929349868
100,4_0.25_1,3,1,CIBERSORTx_with_B_mode,0.267,0.49812030075188,987,81,894,1049,83,996,0.4945,0.0465,0.4535,0.0316767830045524,0.0255102040816327,0.0557795698924731
100,4_0.25_1,3,1,CIBERSORTx_with_B_mode_without_RIN,0.26475,0.485922330097087,984,75,886,1037,76,947,0.493,0.047,0.453,0.0311077389984825,0.019299023957409,0.0403225806451613
100,4_0.25_1,3,1,CIBERSORTx_without_B_mode,0.3525,0.465301478953356,1318,92,1045,1398,95,1144,0.662,0.0525,0.53,0.0329883570504528,0.0227781167378483,0.0534909034364796
100,4_0.25_1,3,1,CIBERSORTx_without_B_mode_without_RIN,0.351,0.455813953488372,1316,88,1038,1380,91,1109,0.6605,0.053,0.5285,0.0323415265200517,0.0170835875533862,0.0393406935157829
100,4_0.25_1,3,1,TOAST_with_RIN,0.227,0.0452155625657203,903,5,0,945,6,0,0.635,0.068,0.0615,0.036,0.050625,0.050125
100,4_0.25_1,3,1,TOAST_without_RIN,0.1875,0.0445859872611465,744,6,0,778,7,0,0.5685,0.047,0.0725,0.046125,0.024125,0.040875
100,4_0.25_1,3,1,TOAST_TPM_with_RIN,0.346,0.0661268556005398,1371,13,0,1467,15,0,0.7895,0.0855,0.048,0.0455,0.04275,0.053125
100,4_0.25_1,3,1,TOAST_TPM_without_RIN,0.3075,0.0509259259259259,1225,5,0,1290,6,0,0.7405,0.0655,0.066,0.042625,0.025125,0.055875
100,4_0.25_1,3,1,csSAM,0.23775,0.068560235063663,951,0,0,1021,0,0,NA,NA,NA,NA,NA,NA
100,1_4_1,4,1,CARseq_with_RIN,0.298,0.0494417862838915,0,596,0,0,627,0,0.055,0.4425,0.048,0.0460057507188399,0.0362545318164771,0.0450056257032129
100,1_4_1,4,1,CARseq_without_RIN,0.2055,0.0190930787589498,0,411,0,0,419,0,0.0325,0.3645,0.0295,0.0261576971214018,0.0202753441802253,0.0257822277847309
100,1_4_1,4,1,CIBERSORTx_with_B_mode,0.256,0.678996865203762,426,512,538,457,530,608,0.2875,0.278,0.3185,0.0452886529528865,0.0109243697478992,0.0663489736070381
100,1_4_1,4,1,CIBERSORTx_with_B_mode_without_RIN,0.253,0.634657039711191,346,506,465,357,521,507,0.256,0.276,0.298,0.0280358327803583,0.00952380952380952,0.0469208211143695
100,1_4_1,4,1,CIBERSORTx_without_B_mode,0.254,0.717620900500278,606,508,546,649,519,631,0.3895,0.2735,0.3415,0.0478317245353695,0.0101574403250381,0.0626431141642133
100,1_4_1,4,1,CIBERSORTx_without_B_mode_without_RIN,0.2505,0.679257362355954,497,501,488,512,508,542,0.3505,0.2705,0.3145,0.0285261489698891,0.00837988826815642,0.0446516192345437
100,1_4_1,4,1,TOAST_with_RIN,0.1545,0.055045871559633,0,309,0,0,327,0,0.0775,0.329,0.0465,0.073,0.046625,0.042625
100,1_4_1,4,1,TOAST_without_RIN,0.114,0.0297872340425532,0,228,0,0,235,0,0.0375,0.283,0.028,0.0315,0.021375,0.022875
100,1_4_1,4,1,TOAST_TPM_with_RIN,0.229,0.0576131687242798,0,458,0,0,486,0,0.0475,0.392,0.0485,0.0425,0.038,0.047625
100,1_4_1,4,1,TOAST_TPM_without_RIN,0.163,0.0326409495548962,0,326,0,0,337,0,0.034,0.3255,0.029,0.024,0.022875,0.02675
100,1_4_1,4,1,csSAM,0.101,0.0334928229665071,0,202,0,0,209,0,NA,NA,NA,NA,NA,NA
200,2_1_1,1,1,CARseq_with_RIN,0.567,0.0742857142857143,1134,0,0,1224,1,0,0.699,0.036,0.048,0.04875,0.044625,0.047375
200,2_1_1,1,1,CARseq_without_RIN,0.458,0.65525028227324,916,302,0,992,1665,0,0.6155,0.281,0.032,0.060632579072384,0.300412551568946,0.0302537817227153
200,2_1_1,1,1,CIBERSORTx_with_B_mode,0.836,0.334659769200159,1672,244,454,1788,253,472,0.845,0.1375,0.243,0.0367897533723941,0.0166222039811205,0.0321189911618883
200,2_1_1,1,1,CIBERSORTx_with_B_mode_without_RIN,0.8285,0.31187707641196,1657,241,434,1719,246,443,0.839,0.136,0.238,0.0247990189399101,0.0162117791914632,0.0234964431989653
200,2_1_1,1,1,CIBERSORTx_without_B_mode,0.866,0.32842186894145,1732,261,440,1851,272,456,0.876,0.144,0.2395,0.0369406867845994,0.0154921594558851,0.0265179224579371
200,2_1_1,1,1,CIBERSORTx_without_B_mode_without_RIN,0.8585,0.307382008874546,1717,260,421,1783,268,428,0.8675,0.143,0.2345,0.024843912591051,0.0153032306820329,0.0204828090709583
200,2_1_1,1,1,TOAST_with_RIN,0.4825,0.0445544554455446,965,0,0,1010,0,0,0.6295,0.034,0.039,0.03275,0.042375,0.03725
200,2_1_1,1,1,TOAST_without_RIN,0.3685,0.569257744009351,737,188,0,768,943,0,0.559,0.25,0.027,0.039,0.2595,0.022875
200,2_1_1,1,1,TOAST_TPM_with_RIN,0.4665,0.0604229607250756,933,0,0,992,1,0,0.6275,0.041,0.0505,0.043375,0.051875,0.0465
200,2_1_1,1,1,TOAST_TPM_without_RIN,0.3795,0.725794797687861,759,394,0,809,1959,0,0.5555,0.3005,0.0335,0.054875,0.303,0.029375
200,2_1_1,1,1,csSAM,0.2235,0.31651376146789,447,31,0,478,176,0,NA,NA,NA,NA,NA,NA
200,2_2_1,2,1,CARseq_with_RIN,0.338,0.0656530753282654,1179,173,0,1261,186,0,0.703,0.216,0.0415,0.046875,0.04075,0.048125
200,2_2_1,2,1,CARseq_without_RIN,0.235,0.0339157245632066,857,83,0,887,86,0,0.6,0.1735,0.0315,0.0313867700387645,0.0258847067650369,0.032512192072027
200,2_2_1,2,1,CIBERSORTx_with_B_mode,0.3885,0.303451367099955,1253,301,552,1324,319,588,0.627,0.1505,0.277,0.0311231393775372,0.0223152022315202,0.0442282176028306
200,2_2_1,2,1,CIBERSORTx_with_B_mode_without_RIN,0.38875,0.306732055283103,1254,301,552,1327,322,594,0.627,0.1505,0.277,0.0329837618403248,0.0240585774058577,0.0484298982750995
200,2_2_1,2,1,CIBERSORTx_without_B_mode,0.553,0.242465753424657,1751,461,547,1884,467,569,0.8775,0.2355,0.2805,0.0405759162303665,0.0166488794023479,0.024390243902439
200,2_2_1,2,1,CIBERSORTx_without_B_mode_without_RIN,0.54925,0.225863284002819,1744,453,538,1821,461,556,0.8765,0.234,0.2785,0.0270942408376963,0.0138740661686233,0.0207317073170732
200,2_2_1,2,1,TOAST_with_RIN,0.15675,0.0338983050847458,466,161,0,474,175,0,0.447,0.226,0.102,0.028625,0.042875,0.052125
200,2_2_1,2,1,TOAST_without_RIN,0.099,0.00751879699248126,312,84,0,313,86,0,0.3675,0.181,0.069,0.020375,0.023,0.036875
200,2_2_1,2,1,TOAST_TPM_with_RIN,0.276,0.0539845758354756,964,140,0,1019,148,0,0.6255,0.2105,0.051,0.04375,0.046875,0.045875
200,2_2_1,2,1,TOAST_TPM_without_RIN,0.19475,0.0250312891113892,703,76,0,722,77,0,0.5475,0.1685,0.0335,0.02525,0.027875,0.029875
200,2_2_1,2,1,csSAM,0.10375,0.0142517814726841,381,34,0,387,34,0,NA,NA,NA,NA,NA,NA
200,2_0.5_1,3,1,CARseq_with_RIN,0.28925,0.0654281098546042,1116,41,0,1195,43,0,0.6775,0.1235,0.053,0.046875,0.042625,0.048875
200,2_0.5_1,3,1,CARseq_without_RIN,0.2165,0.0430939226519337,843,23,0,882,23,0,0.608,0.1155,0.041,0.0282570642660665,0.0568892223055764,0.0337584396099025
200,2_0.5_1,3,1,CIBERSORTx_with_B_mode,0.3225,0.486464968152866,1211,79,1048,1296,82,1134,0.61,0.064,0.5485,0.0396557543030712,0.0161400318254149,0.042879746835443
200,2_0.5_1,3,1,CIBERSORTx_with_B_mode_without_RIN,0.31775,0.468423253868674,1198,73,1009,1256,74,1061,0.6085,0.062,0.5355,0.0312183597705029,0.0179586269606729,0.0337025316455696
200,2_0.5_1,3,1,CIBERSORTx_without_B_mode,0.361,0.449904761904762,1381,63,1004,1482,67,1076,0.6975,0.058,0.531,0.0400299850074963,0.0135529608006672,0.0389648581091016
200,2_0.5_1,3,1,CIBERSORTx_without_B_mode_without_RIN,0.3555,0.431427429028389,1365,57,965,1434,59,1008,0.696,0.055,0.516,0.0301349325337331,0.0156380316930776,0.0295544772827525
200,2_0.5_1,3,1,TOAST_with_RIN,0.23025,0.0696969696969697,895,26,0,962,28,0,0.6115,0.0955,0.048,0.046125,0.036875,0.050375
200,2_0.5_1,3,1,TOAST_without_RIN,0.17325,0.0334728033472803,677,16,0,701,16,0,0.5545,0.093,0.029,0.029,0.036,0.028375
200,2_0.5_1,3,1,TOAST_TPM_with_RIN,0.23925,0.074468085106383,917,40,0,993,41,0,0.61,0.123,0.0525,0.04825,0.05225,0.05075
200,2_0.5_1,3,1,TOAST_TPM_without_RIN,0.176,0.0356164383561643,682,22,0,708,22,0,0.552,0.1345,0.0315,0.026875,0.062375,0.03125
200,2_0.5_1,3,1,csSAM,0.092,0.0416666666666666,366,2,0,382,2,0,NA,NA,NA,NA,NA,NA
200,1_2_1,4,1,CARseq_with_RIN,0.1105,0.0515021459227468,0,221,0,0,233,0,0.047,0.2555,0.0475,0.050875,0.038,0.05
200,1_2_1,4,1,CARseq_without_RIN,0.063,0.0454545454545454,0,126,0,0,132,0,0.05,0.1975,0.0375,0.0558889722430608,0.0247561890472618,0.037759439859965
200,1_2_1,4,1,CIBERSORTx_with_B_mode,0.1535,0.688324873096447,345,307,279,370,318,297,0.2805,0.1865,0.2265,0.0395968322534197,0.0249343832020997,0.0404542228530873
200,1_2_1,4,1,CIBERSORTx_with_B_mode_without_RIN,0.144,0.631241997439181,251,288,217,262,296,223,0.2425,0.183,0.2035,0.0277897768178546,0.0204724409448819,0.0287437899219304
200,1_2_1,4,1,CIBERSORTx_without_B_mode,0.156,0.714547118023788,443,312,278,477,323,293,0.3335,0.191,0.232,0.0426132544696868,0.0195543428831287,0.0369674185463659
200,1_2_1,4,1,CIBERSORTx_without_B_mode_without_RIN,0.146,0.663594470046083,331,292,215,349,298,221,0.2905,0.1865,0.212,0.0303804274768114,0.0145520691223283,0.0274122807017544
200,1_2_1,4,1,TOAST_with_RIN,0.093,0.0558375634517766,0,186,0,0,197,0,0.039,0.2245,0.045,0.040625,0.03875,0.043625
200,1_2_1,4,1,TOAST_without_RIN,0.0625,0.0458015267175572,0,125,0,0,131,0,0.032,0.1795,0.0345,0.0345,0.02475,0.036375
200,1_2_1,4,1,TOAST_TPM_with_RIN,0.085,0.081081081081081,0,170,0,0,185,0,0.0385,0.222,0.0465,0.051,0.042375,0.047875
200,1_2_1,4,1,TOAST_TPM_without_RIN,0.0495,0.0388349514563107,0,99,0,1,102,0,0.0495,0.181,0.0335,0.0555,0.028375,0.037375
200,1_2_1,4,1,csSAM,0.0165,0,0,33,0,0,33,0,NA,NA,NA,NA,NA,NA
200,3_1_1,1,1,CARseq_with_RIN,0.8265,0.0780814277746793,1653,0,0,1793,0,0,0.885,0.0345,0.044,0.05025,0.03975,0.04675
200,3_1_1,1,1,CARseq_without_RIN,0.7675,0.151933701657459,1535,1,0,1808,2,0,0.838,0.0285,0.0525,0.0904315196998124,0.0386491557223265,0.0609130706691682
200,3_1_1,1,1,CIBERSORTx_with_B_mode,0.8745,0.413284132841328,1749,243,774,1887,253,841,0.8745,0.127,0.3915,0.0429438767954983,0.0171990171990172,0.0396090534979424
200,3_1_1,1,1,CIBERSORTx_with_B_mode_without_RIN,0.874,0.392422662495655,1748,242,768,1817,251,809,0.8745,0.1265,0.3885,0.0263586554124093,0.0163055617601072,0.026920438957476
200,3_1_1,1,1,CIBERSORTx_without_B_mode,0.926,0.386551838357072,1852,206,756,1996,213,810,0.926,0.1085,0.3835,0.0426372428824411,0.0158864647320483,0.0378486055776892
200,3_1_1,1,1,CIBERSORTx_without_B_mode_without_RIN,0.9255,0.365661411925977,1851,206,751,1928,211,779,0.9255,0.1075,0.3815,0.027244244653317,0.0131328108451599,0.026662580447441
