gene_expression,n,DE_pattern,DE_pattern_index,replicate,method,method,sensitivity,fdr,number_of_true_discoveries_ct1,number_of_true_discoveries_ct2,number_of_true_discoveries_ct3,number_of_true_discoveries_ct4,number_of_true_discoveries_ct5,number_of_true_discoveries_ct6,number_of_discoveries_ct1,number_of_discoveries_ct2,number_of_discoveries_ct3,number_of_discoveries_ct4,number_of_discoveries_ct5,number_of_discoveries_ct6,power_ct1,power_ct2,power_ct3,power_ct4,power_ct5,power_ct6,type_I_error_ct1,type_I_error_ct2,type_I_error_ct3,type_I_error_ct4,type_I_error_ct5,type_I_error_ct6,Elapsed_Time_sec,Peak_RAM_Used_MiB
high,100,2_1_1,1,5,CARseq_ICeDT,1,0.407079646017699,0.409174311926605,0,322,0,0,0,0,0,545,0,0,0,0,0.0328697850821745,0.630847029077118,0.0366624525916561,0.0303413400758533,0.0493046776232617,0.0353982300884956,0.0479559748427673,0.0526729559748428,0.0381289308176101,0.0341981132075472,0.0436320754716981,0.0385220125786164,NA,NA
low,100,2_1_1,1,6,CARseq_ICeDT,1,0.0512820512820513,0.917808219178082,0,30,0,0,0,0,0,365,0,0,0,0,0.0307692307692308,0.177777777777778,0.0444444444444444,0.0324786324786325,0.0444444444444444,0.0376068376068376,0.038768115942029,0.0434782608695652,0.033695652173913,0.0340579710144928,0.0333333333333333,0.0380434782608696,NA,NA
medium,100,2_1_1,1,6,CARseq_ICeDT,1,0.107250755287009,0.805479452054795,0,71,0,0,0,0,0,365,0,0,0,0,0.0392749244712991,0.333836858006042,0.0256797583081571,0.0226586102719033,0.0377643504531722,0.0498489425981873,0.0422745978301534,0.0501309390198279,0.0415263748597082,0.0239431350542462,0.0366629255518144,0.0415263748597082,NA,NA
high,100,2_1_1,1,6,CARseq_ICeDT,1,0.310846560846561,0.356164383561644,0,235,0,0,0,0,0,365,0,0,0,0,0.0330687830687831,0.578042328042328,0.0304232804232804,0.041005291005291,0.0383597883597884,0.0357142857142857,0.0515703761147732,0.0593253198914308,0.0426521907716169,0.0255913144629701,0.0407134548274525,0.0383869716944552,NA,NA
low,100,2_1_1,1,7,CARseq_ICeDT,1,0.0493421052631579,0.923076923076923,0,30,0,0,1,0,0,389,0,0,1,0,0.0378289473684211,0.184210526315789,0.0493421052631579,0.0345394736842105,0.0180921052631579,0.0328947368421053,0.0387568555758684,0.0522851919561243,0.0303473491773309,0.0329067641681901,0.0281535648994516,0.0237659963436929,NA,NA
medium,100,2_1_1,1,7,CARseq_ICeDT,1,0.128637059724349,0.784615384615385,0,84,0,0,0,0,0,389,0,0,1,0,0.0367534456355283,0.352220520673813,0.0336906584992343,0.0229709035222052,0.0352220520673813,0.0199081163859112,0.0450819672131148,0.0555141579731744,0.0394932935916542,0.0368852459016393,0.0327868852459016,0.0320417287630402,NA,NA
high,100,2_1_1,1,7,CARseq_ICeDT,1,0.334231805929919,0.364102564102564,0,248,0,0,0,0,0,389,0,0,1,0,0.0525606469002695,0.563342318059299,0.0350404312668464,0.0350404312668464,0.0283018867924528,0.0377358490566038,0.0435452793834297,0.05626204238921,0.033140655105973,0.0385356454720617,0.0335260115606936,0.0366088631984586,NA,NA
low,100,2_1_1,1,8,CARseq_ICeDT,1,0.0499168053244592,0.907692307692308,0,30,0,0,0,0,1,324,0,0,0,0,0.0349417637271215,0.217970049916805,0.0399334442595674,0.0415973377703827,0.0366056572379368,0.0349417637271215,0.0449725776965265,0.0486288848263254,0.0347349177330896,0.0340036563071298,0.0281535648994516,0.029981718464351,NA,NA
medium,100,2_1_1,1,8,CARseq_ICeDT,1,0.108504398826979,0.772307692307692,0,74,0,0,0,0,1,324,0,0,0,0,0.0469208211143695,0.302052785923754,0.032258064516129,0.0293255131964809,0.0337243401759531,0.0366568914956012,0.0454716272078166,0.0571213829387448,0.0447200300638858,0.0300638857572341,0.0368282600526118,0.0402104472003006,NA,NA
high,100,2_1_1,1,8,CARseq_ICeDT,1,0.279554937413074,0.381538461538461,0,201,0,0,0,0,1,324,0,0,0,0,0.0528511821974965,0.543810848400556,0.0292072322670376,0.0222531293463143,0.0278164116828929,0.0319888734353268,0.0382409177820268,0.0531548757170172,0.0443594646271511,0.032887189292543,0.0355640535372849,0.0378585086042065,NA,NA
low,100,2_1_1,1,9,CARseq_ICeDT,1,0.0854700854700855,0.902152641878669,0,50,0,0,0,0,0,511,0,0,0,0,0.0393162393162393,0.206837606837607,0.0307692307692308,0.0376068376068376,0.0273504273504274,0.0256410256410256,0.0348710497638939,0.0410461314929168,0.0330548492553578,0.0305121685434072,0.0305121685434072,0.0297856883399927,NA,NA
medium,100,2_1_1,1,9,CARseq_ICeDT,1,0.209748892171344,0.722113502935421,0,142,0,0,0,0,0,511,0,0,0,0,0.0472673559822747,0.443131462333826,0.0384047267355982,0.0354505169867061,0.0354505169867061,0.0295420974889217,0.0487256371814093,0.0562218890554723,0.0476011994002999,0.0389805097451274,0.0341079460269865,0.0393553223388306,NA,NA
high,100,2_1_1,1,9,CARseq_ICeDT,1,0.379032258064516,0.448140900195695,0,282,0,0,0,0,0,511,0,0,0,0,0.043010752688172,0.625,0.0443548387096774,0.0336021505376344,0.032258064516129,0.0228494623655914,0.0432432432432432,0.0525096525096525,0.038996138996139,0.0347490347490347,0.0254826254826255,0.0343629343629344,NA,NA
low,100,2_1_1,1,10,CARseq_ICeDT,1,0.0695364238410596,0.91063829787234,0,42,0,0,0,0,0,470,0,0,0,0,0.0463576158940397,0.205298013245033,0.043046357615894,0.0264900662251656,0.0447019867549669,0.0248344370860927,0.0413767850604174,0.0538264372024899,0.0373489564262175,0.0289271329183449,0.0311241303551813,0.0263639692420359,NA,NA
medium,100,2_1_1,1,10,CARseq_ICeDT,1,0.165912518853695,0.765957446808511,0,110,0,0,0,0,0,470,0,0,0,0,0.0467571644042232,0.384615384615385,0.0497737556561086,0.024132730015083,0.0346907993966818,0.0331825037707391,0.0377006345651362,0.0507652108995894,0.0429264650989175,0.0313549832026876,0.036207540126913,0.0287420679357969,NA,NA
high,100,2_1_1,1,10,CARseq_ICeDT,1,0.378231292517007,0.408510638297872,0,278,0,0,0,0,0,470,0,0,0,0,0.0340136054421769,0.616326530612245,0.0408163265306122,0.0258503401360544,0.0326530612244898,0.0312925170068027,0.048864948056945,0.0650250096190843,0.0446325509811466,0.0350134667179684,0.0377068103116583,0.0280877260484802,NA,NA
low,100,2_1_1,1,1,TOAST_TPM_ICeDT,1,0.00332225913621262,0.988304093567251,0,2,0,1,0,0,0,170,0,1,0,0,0.0348837209302326,0.0913621262458472,0.0498338870431894,0.0514950166112957,0.0548172757475083,0.0913621262458472,0.0387852177094768,0.0428100987925357,0.0391511159897548,0.0402488108305891,0.0464690815953165,0.0526893523600439,NA,NA
medium,100,2_1_1,1,1,TOAST_TPM_ICeDT,1,0.0349013657056146,0.865497076023392,0,23,0,0,0,0,0,170,0,1,0,0,0.0531107738998483,0.189681335356601,0.0561456752655539,0.078907435508346,0.0622154779969651,0.0880121396054628,0.0466243938828795,0.0451324132786274,0.0484893696381947,0.0559492726594554,0.0522193211488251,0.0712420738530399,NA,NA
high,100,2_1_1,1,1,TOAST_TPM_ICeDT,1,0.192151556156969,0.169590643274854,0,142,0,0,0,0,0,170,0,1,0,0,0.0581867388362652,0.433017591339648,0.0460081190798376,0.0460081190798376,0.0933694181326116,0.0784844384303112,0.0508670520231214,0.0470134874759152,0.0466281310211946,0.0554913294797688,0.0454720616570328,0.0508670520231214,NA,NA
low,100,2_1_1,1,2,TOAST_TPM_ICeDT,1,0.0101694915254237,0.962962962962963,0,6,0,0,0,0,0,162,0,0,0,0,0.0440677966101695,0.0949152542372881,0.0423728813559322,0.0627118644067797,0.0305084745762712,0.0627118644067797,0.0454710803928701,0.0381957075300109,0.0403783193888687,0.0498363041105857,0.0385594761731539,0.0407420880320116,NA,NA
medium,100,2_1_1,1,2,TOAST_TPM_ICeDT,1,0.0359281437125748,0.851851851851852,0,24,0,0,0,0,0,162,0,0,0,0,0.0389221556886228,0.209580838323353,0.0673652694610778,0.0838323353293413,0.0643712574850299,0.0658682634730539,0.0528287748220307,0.0472086923941551,0.055076807793181,0.0565754964406145,0.0513300861745972,0.0453353315848632,NA,NA
high,100,2_1_1,1,2,TOAST_TPM_ICeDT,1,0.165322580645161,0.240740740740741,0,123,0,0,0,0,0,162,0,0,0,0,0.0537634408602151,0.440860215053763,0.0658602150537634,0.0685483870967742,0.0577956989247312,0.0685483870967742,0.0513315322269394,0.0571208027788499,0.0494017753763026,0.0490158240061752,0.0463141644152837,0.0463141644152837,NA,NA
low,100,2_1_1,1,3,TOAST_TPM_ICeDT,1,0.0103092783505155,0.964912280701754,0,6,0,1,0,1,0,168,0,2,0,1,0.0360824742268041,0.104810996563574,0.0463917525773196,0.0807560137457045,0.0446735395189003,0.0721649484536082,0.0433996383363472,0.0433996383363472,0.0401446654611212,0.0582278481012658,0.0365280289330922,0.050994575045208,NA,NA
medium,100,2_1_1,1,3,TOAST_TPM_ICeDT,1,0.0342679127725857,0.871345029239766,0,22,0,0,0,0,0,168,0,2,0,1,0.0560747663551402,0.20404984423676,0.0404984423676012,0.0950155763239875,0.0482866043613707,0.088785046728972,0.050148588410104,0.0442050520059435,0.0445765230312036,0.0657503714710253,0.0542347696879643,0.0583209509658247,NA,NA
high,100,2_1_1,1,3,TOAST_TPM_ICeDT,1,0.166880616174583,0.239766081871345,0,130,0,0,0,0,0,168,0,2,0,1,0.0513478818998716,0.404364569961489,0.0539152759948652,0.0975609756097561,0.0744544287548139,0.0834403080872914,0.0528169014084507,0.05320813771518,0.0539906103286385,0.0575117370892019,0.0504694835680751,0.0539906103286385,NA,NA
low,100,2_1_1,1,4,TOAST_TPM_ICeDT,1,0.0164473684210526,0.957446808510638,0,10,0,2,0,0,0,228,0,7,0,0,0.0608552631578947,0.101973684210526,0.0296052631578947,0.103618421052632,0.0690789473684211,0.0575657894736842,0.0417735434224991,0.0388420666910956,0.0362770245511176,0.0721876145108098,0.0425064126053499,0.0344448515939905,NA,NA
medium,100,2_1_1,1,4,TOAST_TPM_ICeDT,1,0.0714285714285714,0.8,0,47,0,1,0,0,0,228,0,7,0,0,0.060790273556231,0.238601823708207,0.0501519756838906,0.103343465045593,0.0668693009118541,0.0379939209726444,0.0529061102831595,0.0461997019374069,0.0499254843517139,0.0719076005961252,0.0495529061102832,0.0458271236959762,NA,NA
high,100,2_1_1,1,4,TOAST_TPM_ICeDT,1,0.214965986394558,0.327659574468085,0,158,0,2,0,0,0,228,0,7,0,0,0.0421768707482993,0.457142857142857,0.0462585034013605,0.115646258503401,0.0557823129251701,0.0517006802721088,0.0507887649095806,0.055021161985379,0.0530973451327434,0.0638707195075029,0.0530973451327434,0.0527125817622162,NA,NA
low,100,2_1_1,1,5,TOAST_TPM_ICeDT,1,0.00527240773286467,0.98695652173913,0,3,0,0,0,0,0,226,0,0,4,0,0.0298769771528998,0.0896309314586995,0.0509666080843585,0.0369068541300527,0.0790861159929701,0.0439367311072056,0.0346320346320346,0.0382395382395382,0.0468975468975469,0.0386002886002886,0.051948051948052,0.0396825396825397,NA,NA
medium,100,2_1_1,1,5,TOAST_TPM_ICeDT,1,0.0574534161490683,0.839130434782609,0,37,0,0,1,0,0,226,0,0,4,0,0.0605590062111801,0.225155279503106,0.0590062111801242,0.0372670807453416,0.104037267080745,0.046583850931677,0.0497956150130063,0.043106651802304,0.0490523968784838,0.0546265328874025,0.0587142326272761,0.0535117056856187,NA,NA
high,100,2_1_1,1,5,TOAST_TPM_ICeDT,1,0.217446270543616,0.252173913043478,0,172,0,0,3,0,0,226,0,0,4,0,0.0493046776232617,0.457648546144121,0.0594184576485461,0.0404551201011378,0.109987357774968,0.0429835651074589,0.0530660377358491,0.0550314465408805,0.0455974842767296,0.0479559748427673,0.0530660377358491,0.0467767295597484,NA,NA
low,100,2_1_1,1,6,TOAST_TPM_ICeDT,1,0.0170940170940171,0.942857142857143,0,10,0,0,0,0,0,175,0,0,0,0,0.0427350427350427,0.104273504273504,0.0512820512820513,0.0444444444444444,0.0393162393162393,0.0632478632478632,0.0333212604128939,0.0340456356392611,0.0445490764215864,0.0402028250633828,0.0333212604128939,0.032234697573343,NA,NA
medium,100,2_1_1,1,6,TOAST_TPM_ICeDT,1,0.0332326283987915,0.874285714285714,0,22,0,0,0,0,0,175,0,0,0,0,0.0604229607250755,0.188821752265861,0.0453172205438066,0.0604229607250755,0.0725075528700906,0.0921450151057402,0.0471380471380471,0.0448933782267116,0.0572390572390572,0.0441451552562664,0.03890759446315,0.0467639356528245,NA,NA
high,100,2_1_1,1,6,TOAST_TPM_ICeDT,1,0.173280423280423,0.251428571428571,0,131,0,0,0,0,0,175,0,0,0,0,0.044973544973545,0.421957671957672,0.0476190476190476,0.0701058201058201,0.0701058201058201,0.105820105820106,0.0507948817371074,0.0535091120589376,0.0523458704924389,0.0523458704924389,0.0612640558355952,0.0492438929817759,NA,NA
low,100,2_1_1,1,7,TOAST_TPM_ICeDT,1,0.00986842105263158,0.968421052631579,0,6,0,0,0,0,0,190,0,0,0,0,0.0575657894736842,0.0690789473684211,0.0641447368421053,0.0493421052631579,0.0246710526315789,0.0427631578947368,0.0541133455210238,0.0457038391224863,0.0347349177330896,0.0351005484460695,0.0274223034734918,0.0347349177330896,NA,NA
medium,100,2_1_1,1,7,TOAST_TPM_ICeDT,1,0.0306278713629403,0.894736842105263,0,20,0,0,0,0,0,190,0,0,0,0,0.0627871362940276,0.197549770290965,0.0581929555895865,0.0535987748851455,0.0673813169984686,0.0321592649310873,0.0543964232488823,0.0424739195230999,0.0443368107302534,0.0495529061102832,0.0394932935916542,0.0450819672131148,NA,NA
high,100,2_1_1,1,7,TOAST_TPM_ICeDT,1,0.206199460916442,0.194736842105263,0,153,0,0,0,0,0,190,0,0,0,0,0.0592991913746631,0.42722371967655,0.0822102425876011,0.0700808625336927,0.0741239892183288,0.0525606469002695,0.0531791907514451,0.0504816955684008,0.0539499036608863,0.0497109826589595,0.0489402697495183,0.0527938342967245,NA,NA
low,100,2_1_1,1,8,TOAST_TPM_ICeDT,1,0.00166389351081531,0.985714285714286,0,1,0,0,0,0,0,70,0,0,0,0,0.0582362728785358,0.0831946755407654,0.0549084858569052,0.0715474209650582,0.0316139767054908,0.0415973377703827,0.0508226691042047,0.0438756855575868,0.0303473491773309,0.0475319926873857,0.0394881170018282,0.0391224862888483,NA,NA
medium,100,2_1_1,1,8,TOAST_TPM_ICeDT,1,0.00733137829912024,0.928571428571429,0,5,0,0,0,0,0,70,0,0,0,0,0.0659824046920821,0.171554252199413,0.06158357771261,0.0469208211143695,0.030791788856305,0.063049853372434,0.0567455843667794,0.0578729800826757,0.0477264186396092,0.0462232243517475,0.0481022172115746,0.04847801578354,NA,NA
high,100,2_1_1,1,8,TOAST_TPM_ICeDT,1,0.0820584144645341,0.157142857142857,0,59,0,0,0,0,0,70,0,0,0,0,0.0542420027816412,0.351877607788595,0.0695410292072323,0.0639777468706537,0.0361613351877608,0.0570236439499305,0.0458891013384321,0.0497131931166348,0.048565965583174,0.0504780114722753,0.0462715105162524,0.0451242829827916,NA,NA
low,100,2_1_1,1,9,TOAST_TPM_ICeDT,1,0.00854700854700855,0.97716894977169,0,5,0,0,0,0,0,219,0,0,0,0,0.0222222222222222,0.0888888888888889,0.0376068376068376,0.0615384615384615,0.0547008547008547,0.0598290598290598,0.0312386487468217,0.0290592081365783,0.0399564111877951,0.0457682528151108,0.0537595350526698,0.0345078096621867,NA,NA
medium,100,2_1_1,1,9,TOAST_TPM_ICeDT,1,0.0664697193500739,0.794520547945206,0,45,0,0,0,0,0,219,0,0,0,0,0.051698670605613,0.224519940915805,0.0502215657311669,0.0561299852289513,0.0974889217134417,0.0664697193500739,0.0520989505247376,0.0434782608695652,0.0498500749625187,0.0685907046476762,0.058095952023988,0.0483508245877061,NA,NA
high,100,2_1_1,1,9,TOAST_TPM_ICeDT,1,0.212365591397849,0.278538812785388,0,158,0,0,0,0,0,219,0,0,0,0,0.043010752688172,0.454301075268817,0.0483870967741935,0.0497311827956989,0.0752688172043011,0.0631720430107527,0.0521235521235521,0.0498069498069498,0.0505791505791506,0.0536679536679537,0.0401544401544402,0.0478764478764479,NA,NA
low,100,2_1_1,1,10,TOAST_TPM_ICeDT,1,0.00827814569536424,0.966666666666667,0,5,0,0,0,0,0,150,0,0,0,0,0.0413907284768212,0.0645695364238411,0.0281456953642384,0.0397350993377483,0.0596026490066225,0.0629139072847682,0.0366166239472721,0.0362504577077993,0.0307579641157085,0.0413767850604174,0.047235444891981,0.0483339436103991,NA,NA
medium,100,2_1_1,1,10,TOAST_TPM_ICeDT,1,0.0377073906485671,0.833333333333333,0,25,0,0,0,0,0,150,0,0,0,0,0.0588235294117647,0.177978883861237,0.0588235294117647,0.0422322775263952,0.0603318250377074,0.0874811463046757,0.0384471817842479,0.0406868234415827,0.0354609929078014,0.0511384845091452,0.0619634191862635,0.0604703247480403,NA,NA
high,100,2_1_1,1,10,TOAST_TPM_ICeDT,1,0.151020408163265,0.26,0,111,0,0,0,0,0,150,0,0,0,0,0.0680272108843537,0.410884353741497,0.0530612244897959,0.0503401360544218,0.0489795918367347,0.0653061224489796,0.048864948056945,0.0492497114274721,0.0450173143516737,0.0507887649095806,0.051943055021162,0.0484801846864179,NA,NA
low,200,2_1_1,1,1,CARseq_ICeDT,1,0.272870662460568,0.832201745877789,0,173,0,0,0,0,0,1031,0,0,0,0,0.0441640378548896,0.416403785488959,0.0425867507886435,0.0205047318611987,0.055205047318612,0.026813880126183,0.0425138632162662,0.0513863216266174,0.0391866913123845,0.0277264325323475,0.0414048059149723,0.0273567467652495,NA,NA
medium,200,2_1_1,1,1,CARseq_ICeDT,1,0.477726574500768,0.69835111542192,0,311,0,0,0,0,0,1031,0,0,0,0,0.0491551459293395,0.623655913978495,0.0245775729646697,0.0368663594470046,0.043010752688172,0.0307219662058372,0.0391061452513966,0.0432029795158287,0.0335195530726257,0.0346368715083799,0.0402234636871508,0.0379888268156425,NA,NA
high,200,2_1_1,1,1,CARseq_ICeDT,1,0.658774373259053,0.541222114451988,0,473,0,0,0,0,0,1031,0,0,0,0,0.0543175487465181,0.795264623955432,0.0389972144846797,0.0236768802228412,0.0459610027855153,0.0389972144846797,0.0409021406727829,0.0512232415902141,0.0378440366972477,0.0286697247706422,0.0389908256880734,0.0363149847094801,NA,NA
low,200,2_1_1,1,2,CARseq_ICeDT,1,0.173174872665535,0.880841121495327,0,102,0,0,0,0,0,855,0,0,1,0,0.0373514431239389,0.33446519524618,0.0356536502546689,0.0254668930390492,0.0560271646859083,0.0441426146010187,0.0393013100436681,0.0509461426491994,0.0367540029112082,0.0287481804949054,0.0320232896652111,0.0323871906841339,NA,NA
medium,200,2_1_1,1,2,CARseq_ICeDT,1,0.37219730941704,0.70911214953271,0,249,0,0,0,0,0,855,0,0,1,0,0.0478325859491779,0.542600896860987,0.0448430493273543,0.0298953662182362,0.0358744394618834,0.0358744394618834,0.0463898241676019,0.0493827160493827,0.037037037037037,0.0336700336700337,0.0366629255518144,0.0381593714927048,NA,NA
high,200,2_1_1,1,2,CARseq_ICeDT,1,0.592741935483871,0.48481308411215,0,441,0,0,0,0,0,855,0,0,1,0,0.0403225806451613,0.739247311827957,0.0389784946236559,0.0456989247311828,0.032258064516129,0.0510752688172043,0.0474903474903475,0.0455598455598456,0.0397683397683398,0.0250965250965251,0.0401544401544402,0.0386100386100386,NA,NA
low,200,2_1_1,1,3,CARseq_ICeDT,1,0.295652173913043,0.862124898621249,0,170,0,0,0,0,0,1232,0,0,0,1,0.0347826086956522,0.445217391304348,0.0452173913043478,0.0260869565217391,0.0365217391304348,0.0295652173913043,0.038712011577424,0.0531837916063676,0.0437771345875543,0.0296671490593343,0.0332850940665702,0.0314761215629522,NA,NA
medium,200,2_1_1,1,3,CARseq_ICeDT,1,0.552995391705069,0.708029197080292,0,360,0,0,0,0,0,1232,0,0,0,1,0.0460829493087558,0.683563748079877,0.0414746543778802,0.032258064516129,0.0353302611367127,0.032258064516129,0.0411721068249258,0.0626854599406528,0.0474777448071217,0.0293026706231454,0.0374629080118694,0.0341246290801187,NA,NA
high,200,2_1_1,1,3,CARseq_ICeDT,1,0.767741935483871,0.517437145174371,0,595,0,0,0,0,0,1232,0,0,0,1,0.047741935483871,0.83741935483871,0.0619354838709677,0.0245161290322581,0.0451612903225806,0.0309677419354839,0.0433763188745604,0.05705353653771,0.0414224306369676,0.0332161000390778,0.0422039859320047,0.0359515435717077,NA,NA
low,200,2_1_1,1,4,CARseq_ICeDT,1,0.200339558573854,0.870614035087719,0,118,0,0,0,0,0,912,0,0,0,0,0.0509337860780985,0.363327674023769,0.0288624787775891,0.033955857385399,0.0407470288624788,0.0356536502546689,0.0440640932265113,0.0528040786598689,0.0400582665695557,0.0291332847778587,0.0305899490167516,0.0433357611070648,NA,NA
medium,200,2_1_1,1,4,CARseq_ICeDT,1,0.36875,0.741228070175439,0,236,0,0,0,0,0,912,0,0,0,0,0.0453125,0.55,0.0375,0.040625,0.028125,0.0390625,0.0436713545521836,0.0455218356772761,0.0377498149518875,0.0347890451517395,0.0355292376017765,0.0407105847520355,NA,NA
high,200,2_1_1,1,4,CARseq_ICeDT,1,0.636010362694301,0.461622807017544,0,491,0,0,0,0,0,912,0,0,0,0,0.0272020725388601,0.759067357512953,0.055699481865285,0.0310880829015544,0.0427461139896373,0.0310880829015544,0.0441061670569867,0.0523028883684621,0.0402029664324746,0.0308352849336456,0.0351288056206089,0.0323965651834504,NA,NA
low,200,2_1_1,1,5,CARseq_ICeDT,1,0.215686274509804,0.847398843930636,0,132,0,0,0,0,0,865,0,0,0,0,0.0522875816993464,0.375816993464052,0.0326797385620915,0.0375816993464052,0.0392156862745098,0.0294117647058824,0.0322344322344322,0.0446886446886447,0.0402930402930403,0.0296703296703297,0.043956043956044,0.0366300366300366,NA,NA
medium,200,2_1_1,1,5,CARseq_ICeDT,1,0.363636363636364,0.717919075144509,0,244,0,0,0,0,0,865,0,0,0,0,0.0447093889716841,0.549925484351714,0.0417287630402385,0.0402384500745156,0.0461997019374069,0.0476900149031297,0.0424333458505445,0.0552009012392039,0.0431843785204656,0.028914757791964,0.0469395418700713,0.0401802478407811,NA,NA
high,200,2_1_1,1,5,CARseq_ICeDT,1,0.585535465924896,0.513294797687861,0,421,0,0,0,0,0,865,0,0,0,0,0.0445062586926286,0.742698191933241,0.0556328233657858,0.0375521557719054,0.0570236439499305,0.0417246175243394,0.0424474187380497,0.0447418738049713,0.0359464627151052,0.0340344168260038,0.0451242829827916,0.0413001912045889,NA,NA
low,200,2_1_1,1,6,CARseq_ICeDT,1,0.236065573770492,0.855566700100301,0,144,0,0,0,0,0,997,0,0,0,0,0.0344262295081967,0.391803278688525,0.0262295081967213,0.0229508196721311,0.0524590163934426,0.0327868852459016,0.0392228739002933,0.0476539589442815,0.0355571847507331,0.030791788856305,0.0410557184750733,0.030791788856305,NA,NA
medium,200,2_1_1,1,6,CARseq_ICeDT,1,0.426605504587156,0.720160481444333,0,279,0,0,0,0,0,997,0,0,0,0,0.0428134556574924,0.607033639143731,0.0519877675840979,0.0305810397553517,0.0428134556574924,0.0504587155963303,0.0387770320656227,0.0484712900820283,0.0372856077554064,0.0324384787472036,0.0417598806860552,0.0413870246085011,NA,NA
high,200,2_1_1,1,6,CARseq_ICeDT,1,0.675271739130435,0.501504513540622,0,497,0,0,0,0,0,997,0,0,0,0,0.0407608695652174,0.78804347826087,0.0489130434782609,0.0230978260869565,0.0434782608695652,0.0326086956521739,0.0384911470361817,0.054657428791378,0.0408006158583526,0.0338722093918399,0.0408006158583526,0.0396458814472671,NA,NA
low,200,2_1_1,1,7,CARseq_ICeDT,1,0.27287853577371,0.854351687388988,0,164,0,0,0,0,2,1123,0,1,0,0,0.0249584026622296,0.415973377703827,0.0332778702163062,0.0299500831946755,0.0249584026622296,0.043261231281198,0.0409806073911453,0.0457372850347603,0.0380534211489206,0.0292718624222466,0.0296377607025247,0.0343944383461398,NA,NA
medium,200,2_1_1,1,7,CARseq_ICeDT,1,0.4546875,0.741563055062167,0,291,0,0,0,0,2,1123,0,1,0,0,0.0421875,0.6,0.0328125,0.0265625,0.0453125,0.04375,0.0422065901517956,0.0473898556090337,0.0359126249537208,0.0355423917067753,0.0359126249537208,0.0370233246945576,NA,NA
high,200,2_1_1,1,7,CARseq_ICeDT,1,0.733245729303548,0.504440497335702,1,558,0,0,0,0,2,1123,0,1,0,0,0.0394218134034166,0.825229960578187,0.049934296977661,0.0302233902759527,0.0315374507227332,0.0473061760840999,0.0396116504854369,0.0555339805825243,0.0380582524271845,0.0345631067961165,0.0357281553398058,0.0446601941747573,NA,NA
low,200,2_1_1,1,8,CARseq_ICeDT,1,0.228279386712095,0.876269621421976,0,134,0,0,0,0,0,1083,0,0,0,0,0.0323679727427598,0.373083475298126,0.0221465076660988,0.0374787052810903,0.0408858603066439,0.0272572402044293,0.0374273255813953,0.0479651162790698,0.0425145348837209,0.0290697674418605,0.0392441860465116,0.0410610465116279,NA,NA
medium,200,2_1_1,1,8,CARseq_ICeDT,1,0.460388639760837,0.715604801477378,0,308,0,0,0,0,0,1083,0,0,0,0,0.0418535127055306,0.608370702541106,0.0254110612855007,0.0328849028400598,0.0403587443946188,0.0284005979073244,0.0378702662167229,0.0543682039745032,0.0423697037870266,0.0311211098612673,0.0389951256092988,0.0299962504686914,NA,NA
high,200,2_1_1,1,8,CARseq_ICeDT,1,0.726174496644295,0.500461680517082,0,541,0,0,0,0,0,1083,0,0,0,0,0.0402684563758389,0.818791946308725,0.0201342281879195,0.036241610738255,0.036241610738255,0.0335570469798658,0.0397837002703747,0.052143684820394,0.033603707995365,0.0308999613750483,0.0386249517188103,0.0390112012359985,NA,NA
low,200,2_1_1,1,9,CARseq_ICeDT,1,0.195364238410596,0.865603644646925,0,118,0,0,0,0,0,878,0,0,0,0,0.0314569536423841,0.362582781456954,0.021523178807947,0.0182119205298013,0.021523178807947,0.0264900662251656,0.0394592619656558,0.0460358056265985,0.0336134453781513,0.0328827183047132,0.0347095359883084,0.0350748995250274,NA,NA
medium,200,2_1_1,1,9,CARseq_ICeDT,1,0.366071428571429,0.719817767653758,0,246,0,0,0,0,0,878,0,0,0,0,0.0416666666666667,0.574404761904762,0.037202380952381,0.037202380952381,0.0297619047619048,0.0416666666666667,0.0454204204204204,0.0472972972972973,0.033033033033033,0.0349099099099099,0.0394144144144144,0.0322822822822823,NA,NA
high,200,2_1_1,1,9,CARseq_ICeDT,1,0.615912208504801,0.488610478359909,0,449,0,0,0,0,0,878,0,0,0,0,0.0480109739368999,0.747599451303155,0.0315500685871056,0.037037037037037,0.0397805212620027,0.0274348422496571,0.0502686108979279,0.0502686108979279,0.0337682271680737,0.0330007674597084,0.045663852647736,0.0349194167306216,NA,NA
low,200,2_1_1,1,10,CARseq_ICeDT,1,0.216949152542373,0.857302118171683,0,128,0,0,0,0,0,897,0,0,0,0,0.0440677966101695,0.393220338983051,0.0288135593220339,0.0288135593220339,0.0508474576271186,0.0457627118644068,0.0367941712204007,0.0469945355191257,0.0342440801457195,0.0269581056466302,0.0378870673952641,0.0313296903460838,NA,NA
medium,200,2_1_1,1,10,CARseq_ICeDT,1,0.380530973451327,0.712374581939799,0,258,0,0,0,0,0,897,0,0,0,0,0.0339233038348083,0.58259587020649,0.0412979351032448,0.0339233038348083,0.0368731563421829,0.023598820058997,0.0440346255175009,0.0500564546480994,0.0346255175009409,0.0327436958976289,0.0376364320662401,0.0293564170116673,NA,NA
